time1,width,height,,frame_id,filename,angle_convert,angle_smooth,angle_smooth_convert,brake_input,gear_state,gear_cmd,throttle_input,ay,curv1,smooth_convert,angle_smooth,angle_conve,angle_org
,,,,,img_file/40330.jpg,0.1570758,,,,,,,,0.157,0.622145649,35.66440025,0.1570758,9
,,,,,img_file/40340.jpg,0.1570758,,,,,,,,0.157,0.591006384,33.87934687,0.1570758,9
,,,,,img_file/40350.jpg,0.139622933,,,,,,,,0.139555556,0.56048136,32.12950473,0.139622933,8
,,,,,img_file/40360.jpg,0.122170067,,,,,,,,0.122111111,0.530548853,30.41362854,0.122170067,7
,,,,,img_file/40370.jpg,0.1047172,,,,,,,,0.104666667,0.501187548,28.73049638,0.1047172,6
,,,,,img_file/40380.jpg,0.087264333,,,,,,,,0.087222222,0.472376547,27.07891032,0.087264333,5
,,,,,img_file/40390.jpg,0.087264333,,,,,,,,0.087222222,0.444918336,25.50487277,0.087264333,5
,,,,,img_file/40400.jpg,0.087264333,,,,,,,,0.087222222,0.418781168,24.0065638,0.087264333,5
,,,,,img_file/40410.jpg,0.087264333,,,,,,,,0.087222222,0.393933277,22.58216237,0.087264333,5
,,,,,img_file/40420.jpg,0.087264333,,,,,,,,0.087222222,0.370342876,21.22984637,0.087264333,5
,,,,,img_file/40430.jpg,0.087264333,,,,,,,,0.087222222,0.347978158,19.94779251,0.087264333,5
,,,,,img_file/40440.jpg,0.122170067,,,,,,,,0.122111111,0.328740555,18.84499998,0.122170067,7
,,,,,img_file/40450.jpg,0.1570758,,,,,,,,0.157,0.312714341,17.92629979,0.1570758,9
,,,,,img_file/40460.jpg,0.1570758,,,,,,,,0.157,0.297701319,17.0656807,0.1570758,9
,,,,,img_file/40470.jpg,0.1570758,,,,,,,,0.157,0.283669483,16.26130795,0.1570758,9
,,,,,img_file/40480.jpg,0.174336685,,,,,,,,0.174252556,0.271803455,15.58108976,0.174336685,9.989
,,,,,img_file/40490.jpg,0.2094344,,,,,,,,0.209333333,0.263637055,15.11295222,0.2094344,12
,,,,,img_file/40500.jpg,0.2094344,,,,,,,,0.209333333,0.25619884,14.68655768,0.2094344,12
,,,,,img_file/40510.jpg,0.2094344,,,,,,,,0.209333333,0.249456387,14.30004765,0.2094344,12
,,,,,img_file/40520.jpg,0.2094344,,,,,,,,0.209333333,0.243377206,13.9515596,0.2094344,12
,,,,,img_file/40530.jpg,0.2094344,,,,,,,,0.209333333,0.237928731,13.6392266,0.2094344,12
,,,,,img_file/40540.jpg,0.2094344,,,,,,,,0.209333333,0.233078306,13.36117676,0.2094344,12
,,,,,img_file/40550.jpg,0.191981533,,,,,,,,0.191888889,0.226891885,13.00654116,0.191981533,11
,,,,,img_file/40560.jpg,0.191981533,,,,,,,,0.191888889,0.22134155,12.68836909,0.191981533,11
,,,,,img_file/40570.jpg,0.2094344,,,,,,,,0.209333333,0.218621555,12.53244583,0.2094344,12
,,,,,img_file/40580.jpg,0.2094344,,,,,,,,0.209333333,0.216329611,12.40106048,0.2094344,12
,,,,,img_file/40590.jpg,0.2094344,,,,,,,,0.209333333,0.214432204,12.29229196,0.2094344,12
,,,,,img_file/40600.jpg,0.2094344,,,,,,,,0.209333333,0.212895589,12.20420575,0.2094344,12
,,,,,img_file/40610.jpg,0.244340133,,,,,,,,0.244222222,0.218050148,12.49969003,0.244340133,14
,,,,,img_file/40620.jpg,0.279245867,,,,,,,,0.279111111,0.226093273,12.96076088,0.279245867,16
,,,,,img_file/40630.jpg,0.3141516,,,,,,,,0.314,0.23634815,13.54862006,0.3141516,18
,,,,,img_file/40640.jpg,0.3141516,,,,,,,,0.314,0.245789126,14.08982253,0.3141516,18
,,,,,img_file/40650.jpg,0.3141516,,,,,,,,0.314,0.254448466,14.58621781,0.3141516,18
,,,,,img_file/40660.jpg,0.3141516,,,,,,,,0.314,0.262358488,15.03965855,0.3141516,18
,,,,,img_file/40670.jpg,0.3141516,,,,,,,,0.314,0.26955157,15.45200083,0.3141516,18
,,,,,img_file/40680.jpg,0.3141516,,,,,,,,0.314,0.276060156,15.82510449,0.3141516,18
,,,,,img_file/40690.jpg,0.279245867,,,,,,,,0.279111111,0.277151277,15.88765283,0.279245867,16
,,,,,img_file/40700.jpg,0.263260786,,,,,,,,0.263133744,0.274135749,15.71478814,0.263260786,15.0841
,,,,,img_file/40710.jpg,0.226887267,,,,,,,,0.226777778,0.267346145,15.32557518,0.226887267,13
,,,,,img_file/40720.jpg,0.226887267,,,,,,,,0.226777778,0.261222067,14.97451338,0.226887267,13
,,,,,img_file/40730.jpg,0.2094344,,,,,,,,0.209333333,0.254006046,14.56085615,0.2094344,12
,,,,,img_file/40740.jpg,0.190016341,,,,,,,,0.189924644,0.245699821,14.0847031,0.190016341,10.8874
,,,,,img_file/40750.jpg,0.174528667,,,,,,,,0.174444444,0.236784695,13.57364494,0.174528667,10
,,,,,img_file/40760.jpg,0.1570758,,,,,,,,0.157,0.227171625,13.02257724,0.1570758,9
,,,,,img_file/40770.jpg,0.1047172,,,,,,,,0.104666667,0.214377277,12.28914328,0.1047172,6
,,,,,img_file/40780.jpg,0.087264333,,,,,,,,0.087222222,0.201261175,11.53726481,0.087264333,5
,,,,,img_file/40790.jpg,0.0523586,,,,,,,,0.052333333,0.186687593,10.70183654,0.0523586,3
,,,,,img_file/40800.jpg,0.034905733,,,,,,,,0.034888889,0.171927319,9.855706186,0.034905733,2
,,,,,img_file/40810.jpg,0.017452867,,,,,,,,0.017444444,0.156993555,8.999630567,0.017452867,1
,,,,,img_file/40820.jpg,0.017452867,,,,,,,,0.017444444,0.14303843,8.199655197,0.017452867,1
,,,,,img_file/40830.jpg,0.017452867,,,,,,,,0.017444444,0.130029898,7.453943204,0.017452867,1
,,,,,img_file/40840.jpg,0.000872643,,,,,,,,0.000872222,0.116776441,6.694190861,0.000872643,0.05
,,,,,img_file/40850.jpg,0,,,,,,,,0,0.104384123,5.983803233,0,0
,,,,,img_file/40860.jpg,0,,,,,,,,0,0.092884807,5.324606775,0,0
,,,,,img_file/40870.jpg,0,,,,,,,,0,0.082246345,4.714758655,0,0
,,,,,img_file/40880.jpg,0,,,,,,,,0,0.072436546,4.15241348,0,0
,,,,,img_file/40890.jpg,0,,,,,,,,0,0.063423169,3.635723082,0,0
,,,,,img_file/40900.jpg,0,,,,,,,,0,0.055173922,3.16283628,0,0
,,,,,img_file/40910.jpg,0,,,,,,,,0,0.047656453,2.731898599,0,0
,,,,,img_file/40920.jpg,0,,,,,,,,0,0.040838351,2.341051962,0,0
,,,,,img_file/40930.jpg,0,,,,,,,,0,0.034687132,1.988434324,0,0
,,,,,img_file/40940.jpg,0,,,,,,,,0,0.029170238,1.672179254,0,0
,,,,,img_file/40950.jpg,0,,,,,,,,0,0.024255025,1.390415441,0,0
,,,,,img_file/40960.jpg,0,,,,,,,,0,0.019908753,1.141266115,0,0
,,,,,img_file/40970.jpg,0,,,,,,,,0,0.016098577,0.922848357,0,0
,,,,,img_file/40980.jpg,0,,,,,,,,0,0.012791527,0.733272269,0,0
,,,,,img_file/40990.jpg,0,,,,,,,,0,0.009954497,0.570639957,0,0
,,,,,img_file/41000.jpg,0,,,,,,,,0,0.007554217,0.433044282,0,0
,,,,,img_file/41010.jpg,0,,,,,,,,0,0.005557229,0.318567292,0,0
,,,,,img_file/41020.jpg,0,,,,,,,,0,0.003929853,0.225278218,0,0
,,,,,img_file/41030.jpg,0,,,,,,,,0,0.002638139,0.151230878,0,0
,,,,,img_file/41040.jpg,0,,,,,,,,0,0.001647807,0.094460257,0,0
,,,,,img_file/41050.jpg,0,,,,,,,,0,0.000924171,0.052977965,0,0
,,,,,img_file/41060.jpg,0.014742436,,,,,,,,0.014735322,0.003910028,0.224141724,0.014742436,0.8447
,,,,,img_file/41070.jpg,0,,,,,,,,0,0.002622661,0.150343632,0,0
,,,,,img_file/41080.jpg,0,,,,,,,,0,0.001636206,0.093795271,0,0
,,,,,img_file/41090.jpg,0,,,,,,,,0,0.000915971,0.052507894,0,0
,,,,,img_file/41100.jpg,0,,,,,,,,0,0.000426752,0.024463479,0,0
,,,,,img_file/41110.jpg,0,,,,,,,,0,0.000132739,0.007609253,0,0
,,,,,img_file/41120.jpg,0,,,,,,,,0,-2.23E-06,-0.000128081,0,0
,,,,,img_file/41130.jpg,-0.034905733,,,,,,,,-0.034888889,-0.005540264,-0.317594737,-0.034905733,-2
,,,,,img_file/41140.jpg,-0.034905733,,,,,,,,-0.034888889,-0.010475495,-0.600506111,-0.034905733,-2
,,,,,img_file/41150.jpg,-0.0523586,,,,,,,,-0.052333333,-0.016728666,-0.958968087,-0.0523586,-3
,,,,,img_file/41160.jpg,-0.053803697,,,,,,,,-0.053777733,-0.02249324,-1.289421385,-0.053803697,-3.0828
,,,,,img_file/41170.jpg,-0.069811467,,,,,,,,-0.069777778,-0.029275823,-1.678231899,-0.069811467,-4
,,,,,img_file/41180.jpg,-0.069811467,,,,,,,,-0.069777778,-0.035393216,-2.028910466,-0.069811467,-4
,,,,,img_file/41190.jpg,-0.069811467,,,,,,,,-0.069777778,-0.040877981,-2.343323757,-0.069811467,-4
,,,,,img_file/41200.jpg,-0.069811467,,,,,,,,-0.069777778,-0.045762767,-2.623343353,-0.069811467,-4
,,,,,img_file/41210.jpg,-0.069811467,,,,,,,,-0.069777778,-0.050080319,-2.870846326,-0.069811467,-4
,,,,,img_file/41220.jpg,-0.069811467,,,,,,,,-0.069777778,-0.053863489,-3.087715935,-0.069811467,-4
,,,,,img_file/41230.jpg,-0.069811467,,,,,,,,-0.069777778,-0.057145252,-3.27584247,-0.069811467,-4
,,,,,img_file/41240.jpg,-0.069811467,,,,,,,,-0.069777778,-0.059958723,-3.43712427,-0.069811467,-4
,,,,,img_file/41250.jpg,-0.069811467,,,,,,,,-0.069777778,-0.062337181,-3.573468996,-0.069811467,-4
,,,,,img_file/41260.jpg,-0.069811467,,,,,,,,-0.069777778,-0.064314094,-3.686795215,-0.069811467,-4
,,,,,img_file/41270.jpg,-0.0523586,,,,,,,,-0.052333333,-0.061598247,-3.531109714,-0.0523586,-3
,,,,,img_file/41280.jpg,-0.034905733,,,,,,,,-0.034888889,-0.056963515,-3.265424407,-0.034905733,-2
,,,,,img_file/41290.jpg,-0.017452867,,,,,,,,-0.017444444,-0.050945496,-2.920442452,-0.017452867,-1
,,,,,img_file/41300.jpg,0.001438116,,,,,,,,0.001437422,-0.043683731,-2.50416295,0.001438116,0.0824
,,,,,img_file/41310.jpg,0.017452867,,,,,,,,0.017444444,-0.035634705,-2.042753812,0.017452867,1
,,,,,img_file/41320.jpg,0.034905733,,,,,,,,0.034888889,-0.026780723,-1.535200664,0.034905733,2
,,,,,img_file/41330.jpg,0.0523586,,,,,,,,0.052333333,-0.017221598,-0.987225341,0.0523586,3
,,,,,img_file/41340.jpg,0.087264333,,,,,,,,0.087222222,-0.005717898,-0.32777758,0.087264333,5
,,,,,img_file/41350.jpg,0.1047172,,,,,,,,0.104666667,0.006217987,0.3564451,0.1047172,6
,,,,,img_file/41360.jpg,0.1570758,,,,,,,,0.157,0.020912281,1.198793184,0.1570758,9
,,,,,img_file/41370.jpg,0.174528667,,,,,,,,0.174444444,0.035784712,2.05135291,0.174528667,10
,,,,,img_file/41380.jpg,0.191981533,,,,,,,,0.191888889,0.05082278,2.913407794,0.191981533,11
,,,,,img_file/41390.jpg,0.2094344,,,,,,,,0.209333333,0.066014998,3.784299232,0.2094344,12
,,,,,img_file/41400.jpg,0.244340133,,,,,,,,0.244222222,0.082441027,4.725918719,0.244340133,14
,,,,,img_file/41410.jpg,0.261793,,,,,,,,0.261666667,0.098929577,5.671122232,0.261793,15
,,,,,img_file/41420.jpg,0.261793,,,,,,,,0.261666667,0.114390665,6.557426684,0.261793,15
,,,,,img_file/41430.jpg,0.279245867,,,,,,,,0.279111111,0.129977122,7.450917802,0.279245867,16
,,,,,img_file/41440.jpg,0.296698733,,,,,,,,0.296555556,0.145680565,8.351115193,0.296698733,17
,,,,,img_file/41450.jpg,0.3141516,,,,,,,,0.314,0.161493235,9.257574008,0.3141516,18
,,,,,img_file/41460.jpg,0.3141516,,,,,,,,0.314,0.176299373,10.10633349,0.3141516,18
,,,,,img_file/41470.jpg,0.3141516,,,,,,,,0.314,0.190130991,10.89922879,0.3141516,18
,,,,,img_file/41480.jpg,0.3141516,,,,,,,,0.314,0.203020137,11.63809705,0.3141516,18
,,,,,img_file/41490.jpg,0.3141516,,,,,,,,0.314,0.214998897,12.32477751,0.3141516,18
,,,,,img_file/41500.jpg,0.3141516,,,,,,,,0.314,0.226099393,12.9611117,0.3141516,18
,,,,,img_file/41510.jpg,0.3141516,,,,,,,,0.314,0.236353794,13.5489436,0.3141516,18
,,,,,img_file/41520.jpg,0.3141516,,,,,,,,0.314,0.245794313,14.09011984,0.3141516,18
,,,,,img_file/41530.jpg,0.296698733,,,,,,,,0.296555556,0.25290542,14.49776291,0.296698733,17
,,,,,img_file/41540.jpg,0.261793,,,,,,,,0.261666667,0.255109833,14.62413055,0.261793,15
,,,,,img_file/41550.jpg,0.261793,,,,,,,,0.261666667,0.256926931,14.72829543,0.261793,15
,,,,,img_file/41560.jpg,0.244340133,,,,,,,,0.244222222,0.254102753,14.56639983,0.244340133,14
,,,,,img_file/41570.jpg,0.244340133,,,,,,,,0.244222222,0.251714377,14.4294866,0.244340133,14
,,,,,img_file/41580.jpg,0.226887267,,,,,,,,0.226777778,0.247287061,14.17569141,0.226887267,13
,,,,,img_file/41590.jpg,0.226887267,,,,,,,,0.226777778,0.243400645,13.95290319,0.226887267,13
,,,,,img_file/41600.jpg,0.2094344,,,,,,,,0.209333333,0.237949668,13.64042685,0.2094344,12
,,,,,img_file/41610.jpg,0.191981533,,,,,,,,0.191888889,0.231284621,13.25835408,0.191981533,11
,,,,,img_file/41620.jpg,0.191981533,,,,,,,,0.191888889,0.225279131,12.91409028,0.191981533,11
,,,,,img_file/41630.jpg,0.191981533,,,,,,,,0.191888889,0.219900619,12.60576798,0.191981533,11
,,,,,img_file/41640.jpg,0.191981533,,,,,,,,0.191888889,0.215116423,12.33151468,0.191981533,11
,,,,,img_file/41650.jpg,0.174528667,,,,,,,,0.174444444,0.208981922,11.97985539,0.174528667,10
,,,,,img_file/41660.jpg,0.174528667,,,,,,,,0.174444444,0.203480907,11.66451061,0.174528667,10
,,,,,img_file/41670.jpg,0.1570758,,,,,,,,0.157,0.196775393,11.28011806,0.1570758,9
,,,,,img_file/41680.jpg,0.139622933,,,,,,,,0.139555556,0.189073217,10.83859203,0.139622933,8
,,,,,img_file/41690.jpg,0.122170067,,,,,,,,0.122111111,0.180519889,10.34827388,0.122170067,7
,,,,,img_file/41700.jpg,0.122170067,,,,,,,,0.122111111,0.172711386,9.900652684,0.122170067,7
,,,,,img_file/41710.jpg,0.122170067,,,,,,,,0.122111111,0.16561532,9.49387185,0.122170067,7
,,,,,img_file/41720.jpg,0.1047172,,,,,,,,0.104666667,0.157582061,9.033366539,0.1047172,6
,,,,,img_file/41730.jpg,0.1047172,,,,,,,,0.104666667,0.150271168,8.614270789,0.1047172,6
,,,,,img_file/41740.jpg,0.1047172,,,,,,,,0.104666667,0.14365021,8.234725409,0.1047172,6
,,,,,img_file/41750.jpg,0.1047172,,,,,,,,0.104666667,0.137686682,7.892867126,0.1047172,6
,,,,,img_file/41760.jpg,0.1047172,,,,,,,,0.104666667,0.132348002,7.586828144,0.1047172,6
,,,,,img_file/41770.jpg,0.087327164,,,,,,,,0.087285022,0.125779561,7.2102933,0.087327164,5.0036
,,,,,img_file/41780.jpg,0.1047172,,,,,,,,0.104666667,0.121817259,6.983154977,0.1047172,6
,,,,,img_file/41790.jpg,0.1047172,,,,,,,,0.104666667,0.118367661,6.785407334,0.1047172,6
,,,,,img_file/41800.jpg,0.122170067,,,,,,,,0.122111111,0.1196182,6.857094252,0.122170067,7
,,,,,img_file/41810.jpg,0.122170067,,,,,,,,0.122111111,0.120571845,6.911761825,0.122170067,7
,,,,,img_file/41820.jpg,0.122170067,,,,,,,,0.122111111,0.121263344,6.951401889,0.122170067,7
,,,,,img_file/41830.jpg,0.122170067,,,,,,,,0.122111111,0.121727966,6.978036289,0.122170067,7
,,,,,img_file/41840.jpg,0.122170067,,,,,,,,0.122111111,0.122001593,6.993721865,0.122170067,7
,,,,,img_file/41850.jpg,0.122170067,,,,,,,,0.122111111,0.122120326,7.000528259,0.122170067,7
,,,,,img_file/41860.jpg,0.122170067,,,,,,,,0.122111111,0.122097527,6.999221302,0.122170067,7
,,,,,img_file/41870.jpg,0.1047172,,,,,,,,0.104666667,0.11861045,6.799325142,0.1047172,6
,,,,,img_file/41880.jpg,0.1047172,,,,,,,,0.104666667,0.115605508,6.627067309,0.1047172,6
,,,,,img_file/41890.jpg,0.1047172,,,,,,,,0.104666667,0.113049493,6.480544208,0.1047172,6
,,,,,img_file/41900.jpg,0.1047172,,,,,,,,0.104666667,0.110909022,6.357842043,0.1047172,6
,,,,,img_file/41910.jpg,0.087264333,,,,,,,,0.087222222,0.106630899,6.112599301,0.087264333,5
,,,,,img_file/41920.jpg,0.087264333,,,,,,,,0.087222222,0.102884796,5.897854569,0.087264333,5
,,,,,img_file/41930.jpg,0.087264333,,,,,,,,0.087222222,0.09963773,5.711717019,0.087264333,5
,,,,,img_file/41940.jpg,0.087264333,,,,,,,,0.087222222,0.096856574,5.552287686,0.087264333,5
,,,,,img_file/41950.jpg,0.1047172,,,,,,,,0.104666667,0.098898405,5.669335333,0.1047172,6
,,,,,img_file/41960.jpg,0.1047172,,,,,,,,0.104666667,0.100566724,5.764971433,0.1047172,6
,,,,,img_file/41970.jpg,0.1047172,,,,,,,,0.104666667,0.101895446,5.84114023,0.1047172,6
,,,,,img_file/41980.jpg,0.1047172,,,,,,,,0.104666667,0.102918809,5.899804357,0.1047172,6
,,,,,img_file/41990.jpg,0.1047172,,,,,,,,0.104666667,0.103671448,5.942949233,0.1047172,6
,,,,,img_file/42000.jpg,0.1047172,,,,,,,,0.104666667,0.104188492,5.972588741,0.1047172,6
,,,,,img_file/42010.jpg,0.1047172,,,,,,,,0.104666667,0.104505673,5.990771062,0.1047172,6
,,,,,img_file/42020.jpg,0.1047172,,,,,,,,0.104666667,0.104659178,5.999570693,0.1047172,6
,,,,,img_file/42030.jpg,0.1047172,,,,,,,,0.104666667,0.104679032,6.000708867,0.1047172,6
,,,,,img_file/42040.jpg,0.1047172,,,,,,,,0.104666667,0.104651295,5.999118833,0.1047172,6
,,,,,img_file/42050.jpg,0.122170067,,,,,,,,0.122111111,0.108142233,6.199236305,0.122170067,7
,,,,,img_file/42060.jpg,0.122170067,,,,,,,,0.122111111,0.11115078,6.371700751,0.122170067,7
,,,,,img_file/42070.jpg,0.139622933,,,,,,,,0.139555556,0.115979625,6.648513536,0.139622933,8
,,,,,img_file/42080.jpg,0.1570758,,,,,,,,0.157,0.122149108,7.002178184,0.1570758,9
,,,,,img_file/42090.jpg,0.174528667,,,,,,,,0.174444444,0.129402776,7.417993555,0.174528667,10
,,,,,img_file/42100.jpg,0.191981533,,,,,,,,0.191888889,0.137570569,7.886210979,0.191981533,11
,,,,,img_file/42110.jpg,0.2094344,,,,,,,,0.209333333,0.146527966,8.399692326,0.2094344,12
,,,,,img_file/42120.jpg,0.2094344,,,,,,,,0.209333333,0.154723556,8.86950321,0.2094344,12
,,,,,img_file/42130.jpg,0.2094344,,,,,,,,0.209333333,0.162189693,9.29749835,0.2094344,12
,,,,,img_file/42140.jpg,0.2094344,,,,,,,,0.209333333,0.168958796,9.685536097,0.2094344,12
,,,,,img_file/42150.jpg,0.2094344,,,,,,,,0.209333333,0.175063352,10.0354788,0.2094344,12
,,,,,img_file/42160.jpg,0.2094344,,,,,,,,0.209333333,0.180535926,10.34919321,0.2094344,12
,,,,,img_file/42170.jpg,0.2094344,,,,,,,,0.209333333,0.185409168,10.62855103,0.2094344,12
,,,,,img_file/42180.jpg,0.2094344,,,,,,,,0.209333333,0.189715824,10.87542943,0.2094344,12
,,,,,img_file/42190.jpg,0.2094344,,,,,,,,0.209333333,0.19348875,11.09171181,0.2094344,12
,,,,,img_file/42200.jpg,0.2094344,,,,,,,,0.209333333,0.196760923,11.2792886,0.2094344,12
,,,,,img_file/42210.jpg,0.2094344,,,,,,,,0.209333333,0.199565462,11.44005832,0.2094344,12
,,,,,img_file/42220.jpg,0.2094344,,,,,,,,0.209333333,0.201935647,11.57592883,0.2094344,12
,,,,,img_file/42230.jpg,0.226887267,,,,,,,,0.226777778,0.206351775,11.82908263,0.226887267,13
,,,,,img_file/42240.jpg,0.226887267,,,,,,,,0.226777778,0.210227664,12.05126734,0.226887267,13
,,,,,img_file/42250.jpg,0.226887267,,,,,,,,0.226777778,0.213596266,12.24437191,0.226887267,13
,,,,,img_file/42260.jpg,0.244340133,,,,,,,,0.244222222,0.218673675,12.53543358,0.244340133,14
,,,,,img_file/42270.jpg,0.279245867,,,,,,,,0.279111111,0.226661951,12.99336023,0.279245867,16
,,,,,img_file/42280.jpg,0.296970998,,,,,,,,0.296827689,0.235485956,13.49919495,0.296970998,17.0156
,,,,,img_file/42290.jpg,0.3141516,,,,,,,,0.314,0.244996688,14.04439614,0.3141516,18
,,,,,img_file/42300.jpg,0.3141516,,,,,,,,0.314,0.253722965,14.54462859,0.3141516,18
,,,,,img_file/42310.jpg,0.3141516,,,,,,,,0.314,0.261697101,15.00174465,0.3141516,18
,,,,,img_file/42320.jpg,0.331604467,,,,,,,,0.331444444,0.270485994,15.50556652,0.331604467,19
,,,,,img_file/42330.jpg,0.3665102,,,,,,,,0.366333333,0.281349477,16.12831395,0.3665102,21
,,,,,img_file/42340.jpg,0.383963067,,,,,,,,0.383777778,0.2927047,16.77925033,0.383963067,22
,,,,,img_file/42350.jpg,0.401415933,,,,,,,,0.401222222,0.304505614,17.45573581,0.401415933,23
,,,,,img_file/42360.jpg,0.4188688,,,,,,,,0.418666667,0.316712204,18.15547663,0.4188688,24
,,,,,img_file/42370.jpg,0.436321667,,,,,,,,0.436111111,0.329289364,18.87646037,0.436321667,25
,,,,,img_file/42380.jpg,0.453758826,,,,,,,,0.453539856,0.34220496,19.61684486,0.453758826,25.9991
,,,,,img_file/42390.jpg,0.506133133,,,,,,,,0.505888889,0.357725962,20.50658379,0.506133133,29
,,,,,img_file/42400.jpg,0.542895852,,,,,,,,0.542633867,0.374561204,21.47166135,0.542895852,31.1064
,,,,,img_file/42410.jpg,0.558491733,,,,,,,,0.558222222,0.391320677,22.4323955,0.558491733,32
,,,,,img_file/42420.jpg,0.558491733,,,,,,,,0.558222222,0.40704442,23.33375659,0.558491733,32
,,,,,img_file/42430.jpg,0.593397467,,,,,,,,0.593111111,0.423949925,24.30286193,0.593397467,34
,,,,,img_file/42440.jpg,0.593397467,,,,,,,,0.593111111,0.43981527,25.21234032,0.593397467,34
,,,,,img_file/42450.jpg,0.593397467,,,,,,,,0.593111111,0.454672435,26.06402496,0.593397467,34
,,,,,img_file/42460.jpg,0.595207329,,,,,,,,0.5949201,0.468674093,26.86666778,0.595207329,34.1037
,,,,,img_file/42470.jpg,0.6283032,,,,,,,,0.628,0.483918364,27.74054315,0.6283032,36
,,,,,img_file/42480.jpg,0.6283032,,,,,,,,0.628,0.49817405,28.5577481,0.6283032,36
,,,,,img_file/42490.jpg,0.645756067,,,,,,,,0.645444444,0.512639302,29.38696638,0.645756067,37
,,,,,img_file/42500.jpg,0.645756067,,,,,,,,0.645444444,0.526141122,30.16095604,0.645756067,37
,,,,,img_file/42510.jpg,0.663208933,,,,,,,,0.662888889,0.539908858,30.95018933,0.663208933,38
,,,,,img_file/42520.jpg,0.663208933,,,,,,,,0.662888889,0.552736262,31.68551822,0.663208933,38
,,,,,img_file/42530.jpg,0.6806618,,,,,,,,0.680333333,0.565882743,32.43913815,0.6806618,39
,,,,,img_file/42540.jpg,0.698114667,,,,,,,,0.697777778,0.579322807,33.20958768,0.698114667,40
,,,,,img_file/42550.jpg,0.698114667,,,,,,,,0.697777778,0.591833593,33.92676645,0.698114667,40
,,,,,img_file/42560.jpg,0.750473267,,,,,,,,0.750111111,0.607010916,34.79680412,0.750473267,43
,,,,,img_file/42570.jpg,0.767926133,,,,,,,,0.767555556,0.622332827,35.67513019,0.767926133,44
,,,,,img_file/42580.jpg,0.767926133,,,,,,,,0.767555556,0.636663682,36.49664418,0.767926133,44
,,,,,img_file/42590.jpg,0.767926133,,,,,,,,0.767555556,0.650035511,37.26318218,0.767926133,44
,,,,,img_file/42600.jpg,0.767926133,,,,,,,,0.767555556,0.662480381,37.97658233,0.767926133,44
,,,,,img_file/42610.jpg,0.785379,,,,,,,,0.785,0.675275749,38.7100748,0.785379,45
,,,,,img_file/42620.jpg,0.785379,,,,,,,,0.785,0.687163986,39.3915661,0.785379,45
,,,,,img_file/42630.jpg,0.785379,,,,,,,,0.785,0.698177221,40.022898,0.785379,45
,,,,,img_file/42640.jpg,0.785379,,,,,,,,0.785,0.708347624,40.60591474,0.785379,45
,,,,,img_file/42650.jpg,0.785379,,,,,,,,0.785,0.717707414,41.14246323,0.785379,45
,,,,,img_file/42660.jpg,0.785379,,,,,,,,0.785,0.726288861,41.63439331,0.785379,45
,,,,,img_file/42670.jpg,0.785379,,,,,,,,0.785,0.734124289,42.08355796,0.785379,45
,,,,,img_file/42680.jpg,0.802831867,,,,,,,,0.802444444,0.742792875,42.58048329,0.802831867,46
