filename,angle,smooth_angle,smooth_convert,Unnamed: 4,filename.1,angle_convert,Unnamed: 7,Unnamed: 8,brake_input,gear_state,gear_cmd,throttle_input,ax,ay,az,angle.1,angle_smooth,angle_convert_org,Anamoly
center/10717.jpg,-11.39,-39.72147496,-0.69327051,,center/10717.jpg,-0.993742205,,,,,,,,,,,,,1
center/10718.jpg,-9.28,-37.77159838,-0.659238744,,center/10718.jpg,-0.659238756,,,,,,,,,,,,,0
center/10719.jpg,-7.16,-35.8144639,-0.625080304,,center/10719.jpg,-0.625080315,,,,,,,,,,,,,0
center/10720.jpg,-5.24,-33.85891253,-0.590949495,,center/10720.jpg,-1.228416635,,,,,,,,,,,,,1
center/10721.jpg,-3.83,-31.92669331,-0.557225908,,center/10721.jpg,-0.038514107,,,,,,,,,,,,,1
center/10722.jpg,-1.41,-29.97360606,-0.523138105,,center/10722.jpg,-0.523138114,,,,,,,,,,,,,0
center/10723.jpg,0.91,-28.00489492,-0.488777615,,center/10723.jpg,-0.488777623,,,,,,,,,,,,,0
center/10724.jpg,3.23,-26.02128306,-0.454157057,,center/10724.jpg,-1.014494162,,,,,,,,,,,,,1
center/10725.jpg,0,-24.26504872,-0.423504986,,center/10725.jpg,-0.423504993,,,,,,,,,,,,,0
center/10726.jpg,5.95,-22.32485306,-0.389642184,,center/10726.jpg,-0.036633232,,,,,,,,,,,,,1
center/10727.jpg,7.56,-20.39881848,-0.35602654,,center/10727.jpg,-0.356026546,,,,,,,,,,,,,0
center/10728.jpg,8.07,-18.53411568,-0.323481337,,center/10728.jpg,-0.323481343,,,,,,,,,,,,,0
center/10729.jpg,8.17,-16.74729023,-0.29229535,,center/10729.jpg,-0.292295355,,,,,,,,,,,,,0
center/10730.jpg,8.37,-15.03197009,-0.262357367,,center/10730.jpg,-0.262357371,,,,,,,,,,,,,0
center/10731.jpg,8.97,-13.36781197,-0.233312329,,center/10731.jpg,-0.233312333,,,,,,,,,,,,,0
center/10732.jpg,9.38,-11.76214152,-0.205288093,,center/10732.jpg,-0.205288097,,,,,,,,,,,,,0
center/10733.jpg,9.98,-10.20415077,-0.178096025,,center/10733.jpg,-0.178096028,,,,,,,,,,,,,0
center/10734.jpg,10.08,-8.71661341,-0.152133601,,center/10734.jpg,-0.152133604,,,,,,,,,,,,,0
center/10735.jpg,10.08,-7.302720874,-0.127456521,,center/10735.jpg,-0.127456524,,,,,,,,,,,,,0
center/10736.jpg,10.18,-5.95550866,-0.103943233,,center/10736.jpg,-0.103943235,,,,,,,,,,,,,0
center/10737.jpg,9.78,-4.69962179,-0.082023872,,center/10737.jpg,-0.082023874,,,,,,,,,,,,,0
center/10738.jpg,9.68,-3.51695708,-0.06138248,,center/10738.jpg,-0.061382481,,,,,,,,,,,,,0
center/10739.jpg,9.68,-2.400061604,-0.041888977,,center/10739.jpg,0.484124537,,,,,,,,,,,,,1
center/10740.jpg,9.68,-1.347107532,-0.023511461,,center/10740.jpg,-0.023511462,,,,,,,,,,,,,0
center/10741.jpg,9.28,-0.380374157,-0.006638781,,center/10741.jpg,0.697341806,,,,,,,,,,,,,1
center/10742.jpg,8.77,0.494587922,0.008632188,,center/10742.jpg,0.008632188,,,,,,,,,,,,,0
center/10743.jpg,8.17,1.272799694,0.022214545,,center/10743.jpg,0.936323896,,,,,,,,,,,,,1
center/10744.jpg,7.06,1.917476935,0.033466285,,center/10744.jpg,0.033466286,,,,,,,,,,,,,0
center/10745.jpg,6.35,2.457149903,0.042885355,,center/10745.jpg,0.042885356,,,,,,,,,,,,,0
center/10746.jpg,5.45,2.87250541,0.050134676,,center/10746.jpg,0.050134677,,,,,,,,,,,,,0
center/10747.jpg,4.84,3.186536293,0.055615549,,center/10747.jpg,0.05561555,,,,,,,,,,,,,0
center/10748.jpg,4.44,3.419044259,0.059673579,,center/10748.jpg,0.05967358,,,,,,,,,,,,,0
center/10749.jpg,4.13,3.578359885,0.062454161,,center/10749.jpg,0.062454162,,,,,,,,,,,,,0
center/10750.jpg,3.83,3.658076695,0.063845482,,center/10750.jpg,0.063845483,,,,,,,,,,,,,0
center/10751.jpg,3.53,3.607259572,0.062958555,,center/10751.jpg,0.062958557,,,,,,,,,,,,,0
center/10752.jpg,3.33,3.522220008,0.061474335,,center/10752.jpg,0.061474336,,,,,,,,,,,,,0
center/10753.jpg,3.23,3.434148257,0.059937193,,center/10753.jpg,0.059937194,,,,,,,,,,,,,0
center/10754.jpg,3.13,3.343695832,0.0583585,,center/10754.jpg,-0.781501788,,,,,,,,,,,,,1
center/10755.jpg,2.92,3.230872361,0.056389359,,center/10755.jpg,0.05638936,,,,,,,,,,,,,0
center/10756.jpg,2.72,3.10306037,0.054158619,,center/10756.jpg,0.05415862,,,,,,,,,,,,,0
center/10757.jpg,2.62,2.979930259,0.052009594,,center/10757.jpg,0.052009595,,,,,,,,,,,,,0
center/10758.jpg,2.42,2.844061601,0.049638238,,center/10758.jpg,0.049638239,,,,,,,,,,,,,0
center/10759.jpg,2.32,2.714059145,0.047369267,,center/10759.jpg,0.047369268,,,,,,,,,,,,,0
center/10760.jpg,2.32,2.606560184,0.045493057,,center/10760.jpg,0.045493057,,,,,,,,,,,,,0
center/10761.jpg,2.22,2.500429391,0.043640725,,center/10761.jpg,0.043640726,,,,,,,,,,,,,0
center/10762.jpg,2.02,2.377746771,0.041499509,,center/10762.jpg,-0.443581748,,,,,,,,,,,,,1
center/10763.jpg,1.92,2.258956687,0.039426231,,center/10763.jpg,0.039426232,,,,,,,,,,,,,0
center/10764.jpg,1.92,2.161728363,0.037729277,,center/10764.jpg,0.037729277,,,,,,,,,,,,,0
center/10765.jpg,1.92,2.08411883,0.036374735,,center/10765.jpg,0.036374736,,,,,,,,,,,,,0
center/10766.jpg,1.92,2.024167024,0.035328379,,center/10766.jpg,0.292757322,,,,,,,,,,,,,1
center/10767.jpg,1.92,1.979889483,0.03455559,,center/10767.jpg,0.677108856,,,,,,,,,,,,,1
center/10768.jpg,1.92,1.949274757,0.034021262,,center/10768.jpg,-0.874210461,,,,,,,,,,,,,1
center/10769.jpg,1.92,1.930277443,0.033689696,,center/10769.jpg,0.033689697,,,,,,,,,,,,,0
center/10770.jpg,1.92,1.920823346,0.033524691,,center/10770.jpg,0.033524692,,,,,,,,,,,,,0
center/10771.jpg,1.82,1.877498463,0.032768529,,center/10771.jpg,0.03276853,,,,,,,,,,,,,0
center/10772.jpg,1.82,1.847704097,0.03224852,,center/10772.jpg,-0.897163582,,,,,,,,,,,,,1
center/10773.jpg,1.71,1.794371274,0.031317686,,center/10773.jpg,0.031317687,,,,,,,,,,,,,0
center/10774.jpg,1.71,1.755897948,0.0306462,,center/10774.jpg,0.030646201,,,,,,,,,,,,,0
center/10775.jpg,1.71,1.730259474,0.030198724,,center/10775.jpg,0.030198725,,,,,,,,,,,,,0
center/10776.jpg,1.61,1.681531742,0.029348265,,center/10776.jpg,0.029348265,,,,,,,,,,,,,0
center/10777.jpg,1.51,1.619787993,0.028270633,,center/10777.jpg,0.028270634,,,,,,,,,,,,,0
center/10778.jpg,1.51,1.5739316,0.027470288,,center/10778.jpg,-0.572366082,,,,,,,,,,,,,1
center/10779.jpg,1.41,1.514025399,0.026424728,,center/10779.jpg,0.760264711,,,,,,,,,,,,,1
center/10780.jpg,1.21,1.423597333,0.02484646,,center/10780.jpg,0.024846461,,,,,,,,,,,,,0
center/10781.jpg,1.21,1.352132254,0.023599159,,center/10781.jpg,0.02359916,,,,,,,,,,,,,0
center/10782.jpg,1.11,1.274436296,0.022243109,,center/10782.jpg,0.936342654,,,,,,,,,,,,,1
center/10783.jpg,0.91,1.172394582,0.020462145,,center/10783.jpg,0.020462146,,,,,,,,,,,,,0
center/10784.jpg,0.81,1.070734343,0.018687839,,center/10784.jpg,0.01868784,,,,,,,,,,,,,0
center/10785.jpg,0.61,0.951427949,0.01660555,,center/10785.jpg,0.01660555,,,,,,,,,,,,,0
center/10786.jpg,0.61,0.853727617,0.014900358,,center/10786.jpg,0.014900358,,,,,,,,,,,,,0
center/10787.jpg,0.61,0.77569075,0.013538357,,center/10787.jpg,0.013538358,,,,,,,,,,,,,0
center/10788.jpg,0.61,0.715356743,0.01248533,,center/10788.jpg,0.01248533,,,,,,,,,,,,,0
center/10789.jpg,0.91,0.782528942,0.013657706,,center/10789.jpg,0.013657707,,,,,,,,,,,,,0
center/10790.jpg,1.21,0.896021611,0.015638527,,center/10790.jpg,0.015638527,,,,,,,,,,,,,0
center/10791.jpg,1.21,0.988412646,0.017251055,,center/10791.jpg,0.017251055,,,,,,,,,,,,,0
center/10792.jpg,1.31,1.082290388,0.01888953,,center/10792.jpg,0.018889531,,,,,,,,,,,,,0
center/10793.jpg,1.31,1.156869563,0.020191183,,center/10793.jpg,0.020191183,,,,,,,,,,,,,0
center/10794.jpg,1.31,1.214114578,0.021190297,,center/10794.jpg,0.422561216,,,,,,,,,,,,,1
center/10795.jpg,1.31,1.256013069,0.021921563,,center/10795.jpg,0.021921564,,,,,,,,,,,,,0
center/10796.jpg,1.31,1.284581678,0.022420179,,center/10796.jpg,0.02242018,,,,,,,,,,,,,0
center/10797.jpg,1.31,1.301871661,0.022721947,,center/10797.jpg,0.022721947,,,,,,,,,,,,,0
center/10798.jpg,1.31,1.309956993,0.022863062,,center/10798.jpg,0.022863063,,,,,,,,,,,,,0
center/10799.jpg,1.31,1.310202495,0.022867347,,center/10799.jpg,0.022867347,,,,,,,,,,,,,0
center/10800.jpg,1.31,1.309512828,0.02285531,,center/10800.jpg,0.02285531,,,,,,,,,,,,,0
center/10801.jpg,1.31,1.310751106,0.022876922,,center/10801.jpg,0.022876922,,,,,,,,,,,,,0
center/10802.jpg,1.41,1.353623768,0.023625191,,center/10802.jpg,0.023625192,,,,,,,,,,,,,0
center/10803.jpg,1.81,1.47217662,0.025694329,,center/10803.jpg,0.025694329,,,,,,,,,,,,,0
center/10804.jpg,1.82,1.571093219,0.027420749,,center/10804.jpg,0.881141433,,,,,,,,,,,,,1
center/10805.jpg,1.92,1.670215116,0.029150752,,center/10805.jpg,0.029150753,,,,,,,,,,,,,0
center/10806.jpg,1.92,1.749539632,0.030535226,,center/10806.jpg,0.030535227,,,,,,,,,,,,,0
center/10807.jpg,2.02,1.833183174,0.031995082,,center/10807.jpg,-0.224496265,,,,,,,,,,,,,1
center/10808.jpg,2.12,1.920165913,0.033513217,,center/10808.jpg,0.033513217,,,,,,,,,,,,,0
center/10809.jpg,2.12,1.988527118,0.034706345,,center/10809.jpg,0.034706345,,,,,,,,,,,,,0
center/10810.jpg,2.12,2.040238656,0.035608881,,center/10810.jpg,0.480491736,,,,,,,,,,,,,1
center/10811.jpg,2.12,2.07729748,0.03625568,,center/10811.jpg,0.036255681,,,,,,,,,,,,,0
center/10812.jpg,2.12,2.101731729,0.036682138,,center/10812.jpg,0.036682139,,,,,,,,,,,,,0
center/10813.jpg,2.12,2.115604449,0.036924263,,center/10813.jpg,0.036924263,,,,,,,,,,,,,0
center/10814.jpg,2.02,2.073787848,0.036194425,,center/10814.jpg,0.036194426,,,,,,,,,,,,,0
center/10815.jpg,2.02,2.045289516,0.035697036,,center/10815.jpg,-0.236188804,,,,,,,,,,,,,1
center/10816.jpg,2.02,2.028057993,0.035396289,,center/10816.jpg,0.035396289,,,,,,,,,,,,,0
center/10817.jpg,2.02,2.020019377,0.035255988,,center/10817.jpg,0.364056419,,,,,,,,,,,,,1
center/10818.jpg,2.12,2.063102505,0.036007931,,center/10818.jpg,0.036007932,,,,,,,,,,,,,0
center/10819.jpg,2.12,2.092688903,0.036524311,,center/10819.jpg,0.894306424,,,,,,,,,,,,,1
center/10820.jpg,2.12,2.110826904,0.036840879,,center/10820.jpg,0.485530496,,,,,,,,,,,,,1
center/10821.jpg,1.82,2.023035287,0.035308626,,center/10821.jpg,-0.578065478,,,,,,,,,,,,,1
center/10822.jpg,0,1.703121983,0.029725086,,center/10822.jpg,0.029725086,,,,,,,,,,,,,0
center/10823.jpg,1.71,1.710355322,0.029851331,,center/10823.jpg,0.029851332,,,,,,,,,,,,,0
center/10824.jpg,1.71,1.70935199,0.02983382,,center/10824.jpg,-0.45411876,,,,,,,,,,,,,1
center/10825.jpg,1.71,1.710849666,0.029859959,,center/10825.jpg,0.383631283,,,,,,,,,,,,,1
center/10826.jpg,1.61,1.667517243,0.029103666,,center/10826.jpg,-0.918273995,,,,,,,,,,,,,1
center/10827.jpg,1.51,1.609184097,0.02808556,,center/10827.jpg,0.028085561,,,,,,,,,,,,,0
center/10828.jpg,1.51,1.566330098,0.027337617,,center/10828.jpg,0.680459746,,,,,,,,,,,,,1
center/10829.jpg,1.31,1.485625849,0.025929062,,center/10829.jpg,0.025929063,,,,,,,,,,,,,0
center/10830.jpg,1.21,1.400920672,0.024450678,,center/10830.jpg,0.024450678,,,,,,,,,,,,,0
center/10831.jpg,1.21,1.334607678,0.023293298,,center/10831.jpg,0.023293298,,,,,,,,,,,,,0
center/10832.jpg,1.21,1.284712352,0.02242246,,center/10832.jpg,0.02242246,,,,,,,,,,,,,0
center/10833.jpg,0.81,1.163004943,0.020298265,,center/10833.jpg,0.020298265,,,,,,,,,,,,,0
center/10834.jpg,0.1,0.954690115,0.016662486,,center/10834.jpg,-0.77802045,,,,,,,,,,,,,1
center/10835.jpg,-0.1,0.747463001,0.01304569,,center/10835.jpg,-0.548114436,,,,,,,,,,,,,1
center/10836.jpg,-0.3,0.541183634,0.009445436,,center/10836.jpg,0.009445436,,,,,,,,,,,,,0
center/10837.jpg,-0.5,0.3357295,0.005859585,,center/10837.jpg,0.31705233,,,,,,,,,,,,,1
center/10838.jpg,-0.5,0.158280393,0.002762514,,center/10838.jpg,0.002762514,,,,,,,,,,,,,0
center/10839.jpg,-0.5,0.006934511,0.00012103,,center/10839.jpg,0.00012103,,,,,,,,,,,,,0
center/10840.jpg,-0.61,-0.138005861,-0.002408657,,center/10840.jpg,-0.002408657,,,,,,,,,,,,,0
center/10841.jpg,-0.81,-0.291446472,-0.0050867,,center/10841.jpg,-0.005086701,,,,,,,,,,,,,0
center/10842.jpg,-0.91,-0.436640311,-0.007620811,,center/10842.jpg,0.592366866,,,,,,,,,,,,,1
center/10843.jpg,-0.91,-0.558116412,-0.009740969,,center/10843.jpg,-0.009740969,,,,,,,,,,,,,0
center/10844.jpg,-0.91,-0.657801302,-0.011480798,,center/10844.jpg,-0.011480799,,,,,,,,,,,,,0
center/10845.jpg,-0.91,-0.737636038,-0.012874177,,center/10845.jpg,-0.6399821,,,,,,,,,,,,,1
center/10846.jpg,-1.11,-0.841152262,-0.014680876,,center/10846.jpg,-0.864247362,,,,,,,,,,,,,1
center/10847.jpg,-1.31,-0.961855211,-0.01678754,,center/10847.jpg,-0.01678754,,,,,,,,,,,,,0
center/10848.jpg,-1.41,-1.078978222,-0.018831722,,center/10848.jpg,-0.018831723,,,,,,,,,,,,,0
center/10849.jpg,-1.61,-1.210129205,-0.021120739,,center/10849.jpg,-0.021120739,,,,,,,,,,,,,0
center/10850.jpg,-1.92,-1.369282708,-0.023898491,,center/10850.jpg,0.86962793,,,,,,,,,,,,,1
center/10851.jpg,-2.32,-1.56265649,-0.0272735,,center/10851.jpg,0.63299673,,,,,,,,,,,,,1
center/10852.jpg,-2.82,-1.795643992,-0.031339899,,center/10852.jpg,-0.748015103,,,,,,,,,,,,,1
center/10853.jpg,-3.23,-2.050015209,-0.035779514,,center/10853.jpg,-0.035779515,,,,,,,,,,,,,0
center/10854.jpg,-3.83,-2.343762716,-0.040906376,,center/10854.jpg,0.873296563,,,,,,,,,,,,,1
center/10855.jpg,-4.13,-2.638197713,-0.046045236,,center/10855.jpg,-0.046045236,,,,,,,,,,,,,0
center/10856.jpg,-4.34,-2.92327945,-0.05102085,,center/10856.jpg,-0.436156365,,,,,,,,,,,,,1
center/10857.jpg,-4.34,-3.175561369,-0.055424001,,center/10857.jpg,-0.055424001,,,,,,,,,,,,,0
center/10858.jpg,-4.34,-3.396925745,-0.059287538,,center/10858.jpg,-0.059287539,,,,,,,,,,,,,0
center/10859.jpg,-4.34,-3.589261749,-0.062644434,,center/10859.jpg,-0.062644435,,,,,,,,,,,,,0
center/10860.jpg,-4.34,-3.754466434,-0.0655278,,center/10860.jpg,-0.065527801,,,,,,,,,,,,,0
center/10861.jpg,-4.34,-3.894445962,-0.067970903,,center/10861.jpg,-0.067970905,,,,,,,,,,,,,0
center/10862.jpg,-4.34,-4.011117141,-0.0700072,,center/10862.jpg,-0.070007201,,,,,,,,,,,,,0
center/10863.jpg,-4.34,-4.10640937,-0.071670363,,center/10863.jpg,-0.071670364,,,,,,,,,,,,,0
center/10864.jpg,-4.34,-4.182267176,-0.072994331,,center/10864.jpg,-0.072994332,,,,,,,,,,,,,0
center/10865.jpg,-4.34,-4.240653533,-0.074013365,,center/10865.jpg,-0.074013367,,,,,,,,,,,,,0
center/10866.jpg,-4.34,-4.283554289,-0.074762125,,center/10866.jpg,-0.074762126,,,,,,,,,,,,,0
center/10867.jpg,0,-3.756041679,-0.065555293,,center/10867.jpg,-0.731277438,,,,,,,,,,,,,1
center/10868.jpg,-4.34,-3.89577004,-0.067994013,,center/10868.jpg,-0.067994014,,,,,,,,,,,,,0
center/10869.jpg,-4.34,-4.012209958,-0.070026273,,center/10869.jpg,-0.070026274,,,,,,,,,,,,,0
center/10870.jpg,-4.34,-4.107290978,-0.07168575,,center/10870.jpg,-0.071685751,,,,,,,,,,,,,0
center/10871.jpg,-4.44,-4.203320857,-0.073361787,,center/10871.jpg,-0.073361788,,,,,,,,,,,,,0
center/10872.jpg,-4.54,-4.300113156,-0.075051131,,center/10872.jpg,-0.075051133,,,,,,,,,,,,,0
center/10873.jpg,-4.84,-4.432719762,-0.077365553,,center/10873.jpg,-0.077365555,,,,,,,,,,,,,0
center/10874.jpg,-5.14,-4.591485826,-0.080136544,,center/10874.jpg,-0.080136545,,,,,,,,,,,,,0
center/10875.jpg,-5.45,-4.772145674,-0.083289653,,center/10875.jpg,-0.655337569,,,,,,,,,,,,,1
center/10876.jpg,-5.65,-4.955508643,-0.08648994,,center/10876.jpg,-0.086489942,,,,,,,,,,,,,0
center/10877.jpg,-6.15,-5.180665582,-0.09041967,,center/10877.jpg,0.600632969,,,,,,,,,,,,,1
center/10878.jpg,-6.55,-5.427290155,-0.094724081,,center/10878.jpg,-0.094724083,,,,,,,,,,,,,0
center/10879.jpg,-6.86,-5.681466712,-0.099160299,,center/10879.jpg,-0.0991603,,,,,,,,,,,,,0
center/10880.jpg,-7.36,-5.963943848,-0.104090455,,center/10880.jpg,-0.104090457,,,,,,,,,,,,,0
center/10881.jpg,-7.56,-6.237090222,-0.108857758,,center/10881.jpg,-0.10885776,,,,,,,,,,,,,0
center/10882.jpg,-7.76,-6.501826086,-0.113478271,,center/10882.jpg,-0.822343185,,,,,,,,,,,,,1
center/10883.jpg,-8.07,-6.771781979,-0.11818989,,center/10883.jpg,-0.118189892,,,,,,,,,,,,,0
center/10884.jpg,-8.37,-7.04517495,-0.122961497,,center/10884.jpg,-0.122961499,,,,,,,,,,,,,0
center/10885.jpg,-8.87,-7.343835242,-0.128174103,,center/10885.jpg,-0.128174105,,,,,,,,,,,,,0
center/10886.jpg,-9.18,-7.643731532,-0.13340828,,center/10886.jpg,0.768984721,,,,,,,,,,,,,1
center/10887.jpg,-9.38,-7.93264952,-0.13845085,,center/10887.jpg,-0.138450853,,,,,,,,,,,,,0
center/10888.jpg,-9.48,-8.200210303,-0.143120667,,center/10888.jpg,-0.143120669,,,,,,,,,,,,,0
center/10889.jpg,-9.48,-8.435962493,-0.147235319,,center/10889.jpg,-0.147235321,,,,,,,,,,,,,0
center/10890.jpg,-9.48,-8.641791887,-0.150827719,,center/10890.jpg,-0.150827722,,,,,,,,,,,,,0
center/10891.jpg,-9.48,-8.819591674,-0.153930911,,center/10891.jpg,-0.153930913,,,,,,,,,,,,,0
center/10892.jpg,-9.48,-8.971263537,-0.156578084,,center/10892.jpg,-0.156578087,,,,,,,,,,,,,0
center/10893.jpg,-9.48,-9.098719035,-0.158802602,,center/10893.jpg,0.17369262,,,,,,,,,,,,,1
center/10894.jpg,-9.48,-9.203881335,-0.160638031,,center/10894.jpg,-0.160638033,,,,,,,,,,,,,0
center/10895.jpg,-9.38,-9.26672096,-0.161734789,,center/10895.jpg,-0.639853786,,,,,,,,,,,,,1
center/10896.jpg,-9.28,-9.27793618,-0.161930531,,center/10896.jpg,-0.161930534,,,,,,,,,,,,,0
center/10897.jpg,-8.97,-9.186734296,-0.160338758,,center/10897.jpg,-0.510629142,,,,,,,,,,,,,1
center/10898.jpg,-8.27,-8.997996456,-0.157044662,,center/10898.jpg,-0.157044664,,,,,,,,,,,,,0
center/10899.jpg,-7.76,-8.767405149,-0.153020084,,center/10899.jpg,-0.153020087,,,,,,,,,,,,,0
center/10900.jpg,-6.86,-8.45980116,-0.147651382,,center/10900.jpg,-0.147651384,,,,,,,,,,,,,0
center/10901.jpg,-6.05,-8.100313378,-0.141377136,,center/10901.jpg,-0.141377139,,,,,,,,,,,,,0
center/10902.jpg,-5.65,-7.736807797,-0.135032767,,center/10902.jpg,-0.766775707,,,,,,,,,,,,,1
center/10903.jpg,-5.14,-7.358954514,-0.128437984,,center/10903.jpg,-0.128437986,,,,,,,,,,,,,0
center/10904.jpg,-4.84,-6.988691602,-0.121975677,,center/10904.jpg,-0.121975679,,,,,,,,,,,,,0
center/10905.jpg,-4.74,-6.645410475,-0.115984291,,center/10905.jpg,-0.115984293,,,,,,,,,,,,,0
center/10906.jpg,-4.74,-6.338020975,-0.110619332,,center/10906.jpg,0.519442566,,,,,,,,,,,,,1
center/10907.jpg,-4.74,-6.064650476,-0.105848117,,center/10907.jpg,0.698550969,,,,,,,,,,,,,1
center/10908.jpg,-4.74,-5.823420728,-0.101637864,,center/10908.jpg,-0.101637865,,,,,,,,,,,,,0
center/10909.jpg,-4.74,-5.61244714,-0.09795568,,center/10909.jpg,0.84253137,,,,,,,,,,,,,1
center/10910.jpg,-4.74,-5.429837902,-0.094768548,,center/10910.jpg,-0.094768549,,,,,,,,,,,,,0
center/10911.jpg,-4.74,-5.273692921,-0.092043304,,center/10911.jpg,-0.092043305,,,,,,,,,,,,,0
center/10912.jpg,-4.74,-5.142102495,-0.089746617,,center/10912.jpg,0.561416615,,,,,,,,,,,,,1
center/10913.jpg,-4.74,-5.033145653,-0.087844962,,center/10913.jpg,0.477801556,,,,,,,,,,,,,1
center/10914.jpg,-4.74,-4.944888015,-0.086304576,,center/10914.jpg,-0.086304577,,,,,,,,,,,,,0
center/10915.jpg,-4.74,-4.875379016,-0.085091415,,center/10915.jpg,-0.085091416,,,,,,,,,,,,,0
center/10916.jpg,-4.84,-4.853825052,-0.084715227,,center/10916.jpg,-0.084715228,,,,,,,,,,,,,0
center/10917.jpg,-4.94,-4.89284476,-0.085396249,,center/10917.jpg,-0.085396251,,,,,,,,,,,,,0
center/10918.jpg,-5.14,-4.971611561,-0.086770989,,center/10918.jpg,-0.086770991,,,,,,,,,,,,,0
center/10919.jpg,-5.24,-5.054827375,-0.088223379,,center/10919.jpg,-0.088223381,,,,,,,,,,,,,0
center/10920.jpg,-5.45,-5.162528746,-0.090103123,,center/10920.jpg,0.65469365,,,,,,,,,,,,,1
center/10921.jpg,-5.65,-5.286407264,-0.092265211,,center/10921.jpg,-0.092265212,,,,,,,,,,,,,0
center/10922.jpg,-5.85,-5.422867752,-0.094646896,,center/10922.jpg,-0.094646897,,,,,,,,,,,,,0
center/10923.jpg,-5.95,-5.553377531,-0.096924721,,center/10923.jpg,0.531204422,,,,,,,,,,,,,1
center/10924.jpg,-5.95,-5.66134217,-0.098809059,,center/10924.jpg,-0.098809061,,,,,,,,,,,,,0
center/10925.jpg,-6.05,-5.767856558,-0.100668086,,center/10925.jpg,-0.100668088,,,,,,,,,,,,,0
center/10926.jpg,-6.05,-5.85389185,-0.102169685,,center/10926.jpg,-0.102169687,,,,,,,,,,,,,0
center/10927.jpg,-6.05,-5.921400656,-0.103347936,,center/10927.jpg,-0.103347938,,,,,,,,,,,,,0
center/10928.jpg,-6.05,-5.972355932,-0.104237273,,center/10928.jpg,-0.104237275,,,,,,,,,,,,,0
center/10929.jpg,-6.05,-6.008755999,-0.104872574,,center/10929.jpg,-0.104872576,,,,,,,,,,,,,0
center/10930.jpg,-6.05,-6.032630659,-0.105289266,,center/10930.jpg,-0.105289268,,,,,,,,,,,,,0
center/10931.jpg,-6.05,-6.046044471,-0.105523381,,center/10931.jpg,-0.105523383,,,,,,,,,,,,,0
center/10932.jpg,-6.05,-6.051046732,-0.105610687,,center/10932.jpg,0.660623345,,,,,,,,,,,,,1
center/10933.jpg,-5.85,-5.982409251,-0.104412737,,center/10933.jpg,-0.104412739,,,,,,,,,,,,,0
center/10934.jpg,-5.75,-5.906807427,-0.103093236,,center/10934.jpg,0.227001023,,,,,,,,,,,,,1
center/10935.jpg,-5.75,-5.848649657,-0.102078192,,center/10935.jpg,-0.102078193,,,,,,,,,,,,,0
center/10936.jpg,-5.75,-5.805949738,-0.101332937,,center/10936.jpg,-0.101332939,,,,,,,,,,,,,0
center/10937.jpg,-5.75,-5.776692812,-0.100822308,,center/10937.jpg,-0.690407528,,,,,,,,,,,,,1
center/10938.jpg,-5.65,-5.726242408,-0.099941782,,center/10938.jpg,-0.650912257,,,,,,,,,,,,,1
center/10939.jpg,-5.65,-5.690281742,-0.09931415,,center/10939.jpg,0.607870416,,,,,,,,,,,,,1
center/10940.jpg,-5.65,-5.666779886,-0.098903965,,center/10940.jpg,-0.098903967,,,,,,,,,,,,,0
center/10941.jpg,-5.65,-5.653671295,-0.098675177,,center/10941.jpg,-0.692269223,,,,,,,,,,,,,1
