index,timestamp,width,height,frame_id,center,steering,throttle,brake,speed,long,alt,brake_input,gear_state,gear_cmd,throttle_input,ax,ay,az,Anamoly
,,,,,IMG/center_2016_12_01_13_42_41_367.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_41_470.jpg,-0.497383694,0.9855326,0,30.18664,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_41_572.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_41_672.jpg,0.348505639,0.9855326,0,30.18661,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_41_774.jpg,0,0.9855326,0,30.18666,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_41_875.jpg,0.312755798,0.9855326,0,30.18664,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_41_976.jpg,-0.848334649,0.9855326,0,30.18664,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_42_078.jpg,-0.856342953,0.9855326,0,30.18664,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_42_179.jpg,0.374940413,0.9855326,0,30.18662,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_42_282.jpg,-0.262868495,0.9855326,0,30.18663,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_42_383.jpg,0.735466986,0.9855326,0,30.18675,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_42_483.jpg,0.322973128,0.9855326,0,30.18521,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_42_583.jpg,-0.0787459,0.9855326,0,30.18577,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_42_686.jpg,-0.0787459,0.9855326,0,30.18617,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_42_787.jpg,-0.1452064,0.9855326,0,30.18373,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_42_888.jpg,-0.850911464,0.9855326,0,30.18506,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_42_989.jpg,-0.1452064,0.9855326,0,30.18565,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_43_089.jpg,-0.948244051,0.9855326,0,30.18592,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_43_190.jpg,-0.002791043,0.9855326,0,30.18642,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_43_290.jpg,0.297349361,0.9855326,0,30.1864,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_43_392.jpg,0,0.9855326,0,30.18669,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_43_492.jpg,0,0.9855326,0,30.18662,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_43_594.jpg,-0.601068996,0.9855326,0,30.18663,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_43_696.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_43_798.jpg,0.04262284,0.9855326,0,30.18612,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_43_898.jpg,0.07132844,0.9855326,0,30.18579,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_43_999.jpg,0.07132844,0.9855326,0,30.18617,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_44_100.jpg,0,0.9855326,0,30.18633,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_44_202.jpg,0.252859331,0.9855326,0,30.18659,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_44_304.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_44_405.jpg,-0.780479755,0.9855326,0,30.18662,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_44_506.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_44_608.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_44_708.jpg,0,0.9855326,0,30.18674,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_44_808.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_44_909.jpg,0,0.9855326,0,30.18657,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_45_011.jpg,0.610668515,0.9855326,0,30.18665,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_45_113.jpg,0,0.9855326,0,30.18661,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_45_214.jpg,-0.651637886,0.9855326,0,30.18664,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_45_315.jpg,0.521806694,0.9855326,0,30.18664,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_45_417.jpg,-0.06925154,0.9855326,0,30.1857,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_45_518.jpg,-0.788441034,0.9855326,0,30.18594,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_45_619.jpg,-0.0787459,0.9855326,0,30.18623,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_45_719.jpg,-0.426035653,0.9855326,0,30.1865,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_45_821.jpg,-0.06925154,0.9855326,0,30.1865,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_45_922.jpg,-0.382020339,0.9855326,0,30.18652,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_46_023.jpg,-0.06925154,0.9855326,0,30.18653,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_46_123.jpg,-0.06925154,0.9855326,0,30.18654,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_46_224.jpg,0.221565082,0.9855326,0,30.18652,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_46_325.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_46_428.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_46_530.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_46_631.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_46_733.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_46_835.jpg,0.312853003,0.9855326,0,30.18666,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_46_935.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_47_038.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_47_139.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_47_240.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_47_342.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_47_444.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_47_545.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_47_647.jpg,-0.0787459,0.9855326,0,30.18536,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_47_748.jpg,-0.0787459,0.9855326,0,30.186,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_47_848.jpg,-0.0787459,0.9855326,0,30.18626,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_47_949.jpg,-0.06925154,0.9855326,0,30.18654,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_48_050.jpg,-0.0122854,0.9855326,0,30.18674,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_48_151.jpg,0,0.9855326,0,30.18657,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_48_252.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_48_352.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_48_453.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_48_553.jpg,0,0.9855326,0,30.18662,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_48_655.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_48_756.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_48_859.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_48_960.jpg,-0.371094137,0.9855326,0,30.18663,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_49_062.jpg,-0.474531059,0.9855326,0,30.18665,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_49_163.jpg,-0.330379557,0.9855326,0,30.18664,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_49_264.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_49_365.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_49_466.jpg,-0.388639277,0.9855326,0,30.18664,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_49_567.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_49_669.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_49_771.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_49_872.jpg,-0.856576203,0.9855326,0,30.18664,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_49_972.jpg,-0.267321913,0.9855326,0,30.18664,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_50_072.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_50_174.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_50_275.jpg,0.571735359,0.9855326,0,30.18661,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_50_377.jpg,0,0.9855326,0,30.18662,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_50_478.jpg,-0.002791043,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_50_580.jpg,-0.05026283,0.9855326,0,30.18609,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_50_682.jpg,0.713421401,0.9855326,0,30.18635,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_50_782.jpg,-0.04076847,0.9855326,0,30.1866,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_50_882.jpg,-0.440073994,0.9855326,0,30.18662,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_50_985.jpg,-0.04076847,0.9855326,0,30.18662,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_51_086.jpg,-0.04076847,0.9855326,0,30.18661,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_51_188.jpg,0.76017097,0.9855326,0,30.18658,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_51_289.jpg,-0.04076847,0.9855326,0,30.1866,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_51_389.jpg,-0.0122854,0.9855326,0,30.18668,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_51_490.jpg,0,0.9855326,0,30.18662,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_51_593.jpg,0.522250291,0.9855326,0,30.18657,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_51_693.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_51_796.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_51_898.jpg,0,0.9855326,0,30.1866,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_52_001.jpg,-0.798121615,0.9855326,0,30.18661,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_52_102.jpg,-0.51337132,0.9855326,0,30.18663,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_52_204.jpg,-0.469607542,0.9855326,0,30.18663,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_52_304.jpg,0.624748017,0.9855326,0,30.18665,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_52_406.jpg,0,0.9855326,0,30.18662,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_52_507.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_52_608.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_52_709.jpg,0.574167958,0.9855326,0,30.18663,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_52_809.jpg,-0.408275149,0.9855326,0,30.18665,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_52_912.jpg,-0.322764019,0.9855326,0,30.18663,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_53_014.jpg,0,0.9855326,0,30.18653,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_53_117.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_53_219.jpg,0,0.9855326,0,30.18656,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_53_321.jpg,0.326093647,0.9855326,0,30.18664,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_53_423.jpg,0,0.9855326,0,30.18667,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_53_524.jpg,-0.05026283,0.9855326,0,30.18604,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_53_625.jpg,-0.0787459,0.9855326,0,30.18555,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_53_725.jpg,-0.671493189,0.9855326,0,30.18563,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_53_827.jpg,-0.1167233,0.9855326,0,30.18523,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_53_927.jpg,0.404365758,0.9855326,0,30.18511,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_54_028.jpg,-0.1262177,0.9855326,0,30.18616,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_54_129.jpg,0.640251,0.9855326,0,30.1862,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_54_230.jpg,0,0.9855326,0,30.18624,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_54_333.jpg,0,0.9855326,0,30.18657,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_54_434.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_54_536.jpg,0,0.9855326,0,30.18662,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_54_637.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_54_739.jpg,0,0.9855326,0,30.18662,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_54_841.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_54_944.jpg,0,0.9855326,0,30.18662,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_55_046.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_55_148.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_55_250.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_55_350.jpg,0.343612162,0.9855326,0,30.18664,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_55_451.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_55_553.jpg,-0.62763237,0.9855326,0,30.1866,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_55_654.jpg,0,0.9855326,0,30.18663,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_55_754.jpg,-0.543560196,0.9855326,0,30.18662,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_55_857.jpg,0.01391724,0.9855326,0,30.18657,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_55_960.jpg,0,0.9855326,0,30.18661,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_56_062.jpg,0.684695349,0.9855326,0,30.18665,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_56_162.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_56_263.jpg,0.857500708,0.9855326,0,30.18665,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_56_365.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_56_466.jpg,0,0.9855326,0,30.18667,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_56_568.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_56_669.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_56_771.jpg,0,0.9855326,0,30.18662,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_56_873.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_56_974.jpg,0.727676681,0.9855326,0,30.18662,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_57_076.jpg,0.638554885,0.9855326,0,30.18663,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_57_178.jpg,-0.888382631,0.9855326,0,30.18658,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_57_280.jpg,0,0.9855326,0,30.18662,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_57_380.jpg,0.640239646,0.9855326,0,30.18665,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_57_483.jpg,0.875690791,0.9855326,0,30.18661,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_57_586.jpg,0,0.9855326,0,30.18661,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_57_688.jpg,-0.03127411,0.9855326,0,30.18636,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_57_790.jpg,0.836092862,0.9855326,0,30.18655,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_57_890.jpg,0.731537166,0.9855326,0,30.18657,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_57_992.jpg,-0.03127411,0.9855326,0,30.18658,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_58_095.jpg,-0.03127411,0.9855326,0,30.18659,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_58_198.jpg,0.54275159,0.9855326,0,30.18652,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_58_300.jpg,-0.05026283,0.9855326,0,30.18643,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_58_402.jpg,-0.05026283,0.9855326,0,30.18652,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_58_504.jpg,-0.05026283,0.9855326,0,30.18652,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_58_605.jpg,0,0.9855326,0,30.18664,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_58_707.jpg,0,0.9855326,0,30.18653,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_58_808.jpg,0.629815423,0.9855326,0,30.18664,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_58_911.jpg,-0.746853425,0.9855326,0,30.18665,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_59_012.jpg,0.801152345,0.9855326,0,30.18665,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_59_113.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_59_215.jpg,-0.588663609,0.9855326,0,30.18667,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_59_317.jpg,0,0.9855326,0,30.18667,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_59_420.jpg,0,0.9855326,0,30.18662,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_59_523.jpg,0,0.9855326,0,30.18662,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_59_625.jpg,0,0.9855326,0,30.18666,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_42_59_727.jpg,0.557069608,0.9855326,0,30.18528,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_59_829.jpg,0.005470379,0.9855326,0,30.17104,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_42_59_932.jpg,-0.2876218,0.9855326,0,30.17794,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_43_00_032.jpg,-0.2876218,0.9855326,0,30.18184,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_43_00_133.jpg,-0.0122854,0.9855326,0,30.18441,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_43_00_235.jpg,0,0.9855326,0,30.18594,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_43_00_337.jpg,0,0.9855326,0,30.18657,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_43_00_438.jpg,0,0.9855326,0,30.18665,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_43_00_538.jpg,0,0.9855326,0,30.18662,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_43_00_641.jpg,0.1765823,0.9855326,0,30.1771,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_43_00_742.jpg,0.951855967,0.9855326,0,30.1814,,,,,,,,,,1
,,,,,IMG/center_2016_12_01_13_43_00_843.jpg,0.3009732,0.9855326,0,30.17266,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_43_00_945.jpg,0.3009732,0.9855326,0,30.17801,,,,,,,,,,0
,,,,,IMG/center_2016_12_01_13_43_01_047.jpg,0.0904655,0.9855326,0,30.18827,,,,,,,,,,0
