time,time1,width,height,frame_id,filename,angle_convert,angle_smooth,angle_smooth_convert,brake_input,gear_cmd,curv1,curv1_l/r_qin,curv1_l/r_qin_atan,,curv6,curv6_l/r_qin,curv6_l/r_qin_atan,angle
,,,,,image/30.jpg,-0.126928866,,,,,-0.000860378,-0.233850773,-0.2297226,,-0.001049972,-0.285382476,-0.277992865,-0.126928866
,,,,,image/31.jpg,-0.155348794,,,,,-0.001049972,-0.285382476,-0.277992865,,-0.001315561,-0.357569549,-0.343402313,-0.155348794
,,,,,image/32.jpg,-0.172230069,,,,,-0.001315561,-0.357569549,-0.343402313,,-0.001324347,-0.359957507,-0.345517962,-0.172230069
,,,,,image/33.jpg,-0.160065254,,,,,-0.001324347,-0.359957507,-0.345517962,,-0.001116945,-0.303585571,-0.294743055,-0.160065254
,,,,,image/34.jpg,-0.13123683,,,,,-0.001116945,-0.303585571,-0.294743055,,-0.000862247,-0.234358838,-0.230204267,-0.13123683
,,,,,image/35.jpg,-0.094548275,,,,,-0.000862247,-0.234358838,-0.230204267,,-0.000548487,-0.149078733,-0.147988832,-0.094548275
,,,,,image/36.jpg,-0.051721958,,,,,-0.000548487,-0.149078733,-0.147988832,,-0.000216951,-0.058967203,-0.058899,-0.051721958
,,,,,image/37.jpg,-0.022964685,,,,,-0.000216951,-0.058967203,-0.058899,,-0.000121309,-0.032971681,-0.032959741,-0.022964685
,,,,,image/38.jpg,-0.024422506,,,,,-0.000121309,-0.032971681,-0.032959741,,-0.000238487,-0.06482084,-0.064730281,-0.024422506
,,,,,image/39.jpg,-0.03981292,,,,,-0.000238487,-0.06482084,-0.064730281,,-0.0003488,-0.094803903,-0.0945214,-0.03981292
,,,,,image/40.jpg,-0.047681593,,,,,-0.0003488,-0.094803903,-0.0945214,,-0.000355051,-0.096502882,-0.096204974,-0.047681593
,,,,,image/41.jpg,-0.043049652,,,,,-0.000355051,-0.096502882,-0.096204974,,-0.000280133,-0.076140262,-0.075993635,-0.043049652
,,,,,image/42.jpg,-0.040076261,,,,,-0.000280133,-0.076140262,-0.075993635,,-0.000310934,-0.084511754,-0.084311411,-0.040076261
,,,,,image/43.jpg,-0.04341783,,,,,-0.000310934,-0.084511754,-0.084311411,,-0.000329649,-0.089598522,-0.089359908,-0.04341783
,,,,,image/44.jpg,-0.045854864,,,,,-0.000329649,-0.089598522,-0.089359908,,-0.000347086,-0.09433792,-0.094059547,-0.045854864
,,,,,image/45.jpg,-0.027451362,,,,,-0.000347086,-0.09433792,-0.094059547,,-5.79E-05,-0.015747201,-0.0157459,-0.027451362
,,,,,image/46.jpg,0.0167,,,,,-5.79E-05,-0.015747201,-0.0157459,,0.000304393,0.082733898,0.082545901,0.0167
,,,,,image/47.jpg,0.062176906,,,,,0.000304393,0.082733898,0.082545901,,0.000617027,0.167708027,0.166161721,0.062176906
,,,,,image/48.jpg,0.085974421,,,,,0.000617027,0.167708027,0.166161721,,0.000660896,0.179631483,0.177735964,0.085974421
,,,,,image/49.jpg,0.091580579,,,,,0.000660896,0.179631483,0.177735964,,0.000702187,0.1908543,0.188586352,0.091580579
,,,,,image/50.jpg,0.091770588,,,,,0.000702187,0.1908543,0.188586352,,0.000663783,0.180416152,0.178496001,0.091770588
,,,,,image/51.jpg,0.080140403,,,,,0.000663783,0.180416152,0.178496001,,0.000526229,0.143029143,0.142065611,0.080140403
,,,,,image/52.jpg,0.058342932,,,,,0.000526229,0.143029143,0.142065611,,0.000336868,0.0915607,0.091306117,0.058342932
,,,,,image/53.jpg,0.040775094,,,,,0.000336868,0.0915607,0.091306117,,0.000264598,0.071917865,0.071794257,0.040775094
,,,,,image/54.jpg,0.034330319,,,,,0.000264598,0.071917865,0.071794257,,0.000241431,0.065620965,0.065527017,0.034330319
,,,,,image/55.jpg,0.032062877,,,,,0.000241431,0.065620965,0.065527017,,0.000231078,0.062806881,0.062724491,0.032062877
,,,,,image/56.jpg,0.027447713,,,,,0.000231078,0.062806881,0.062724491,,0.000173293,0.047101146,0.047066361,0.027447713
,,,,,image/57.jpg,0.01662648,,,,,0.000173293,0.047101146,0.047066361,,7.15E-05,0.019442009,0.01943956,0.01662648
,,,,,image/58.jpg,0.006267636,,,,,7.15E-05,0.019442009,0.01943956,,2.07E-05,0.005631045,0.005630986,0.006267636
,,,,,image/59.jpg,0.002516379,,,,,2.07E-05,0.005631045,0.005630986,,1.63E-05,0.004434559,0.00443453,0.002516379
,,,,,image/60.jpg,-0.01142511,,,,,1.63E-05,0.004434559,0.00443453,,-0.00018461,-0.050177018,-0.050134971,-0.01142511
,,,,,image/61.jpg,-0.027942666,,,,,-0.00018461,-0.050177018,-0.050134971,,-0.000227056,-0.061713861,-0.061635691,-0.027942666
,,,,,image/62.jpg,-0.012042207,,,,,-0.000227056,-0.061713861,-0.061635691,,4.96E-05,0.013467679,0.013466865,-0.012042207
,,,,,image/63.jpg,0.005352458,,,,,4.96E-05,0.013467679,0.013466865,,2.92E-05,0.007943135,0.007942968,0.005352458
,,,,,image/64.jpg,-0.024272928,,,,,2.92E-05,0.007943135,0.007942968,,-0.000387868,-0.10542265,-0.10503468,-0.024272928
,,,,,image/65.jpg,-0.066580096,,,,,-0.000387868,-0.10542265,-0.10503468,,-0.000598598,-0.162698922,-0.161285702,-0.066580096
,,,,,image/66.jpg,-0.08218144,,,,,-0.000598598,-0.162698922,-0.161285702,,-0.000621864,-0.169022601,-0.167440058,-0.08218144
,,,,,image/67.jpg,-0.07699743,,,,,-0.000621864,-0.169022601,-0.167440058,,-0.000520539,-0.141482514,-0.14054966,-0.07699743
,,,,,image/68.jpg,-0.055350325,,,,,-0.000520539,-0.141482514,-0.14054966,,-0.000298117,-0.081028278,-0.080851641,-0.055350325
,,,,,image/69.jpg,-0.037414724,,,,,-0.000298117,-0.081028278,-0.080851641,,-0.000253554,-0.068916048,-0.068807254,-0.037414724
,,,,,image/70.jpg,-0.036241347,,,,,-0.000253554,-0.068916048,-0.068807254,,-0.000280742,-0.076305719,-0.076158136,-0.036241347
,,,,,image/71.jpg,-0.045323461,,,,,-0.000280742,-0.076305719,-0.076158136,,-0.000388244,-0.105524801,-0.105135707,-0.045323461
,,,,,image/72.jpg,-0.043347682,,,,,-0.000388244,-0.105524801,-0.105135707,,-0.000251513,-0.068361211,-0.068255019,-0.043347682
,,,,,image/73.jpg,-0.036831923,,,,,-0.000251513,-0.068361211,-0.068255019,,-0.00029153,-0.079237886,-0.079072673,-0.036831923
,,,,,image/74.jpg,-0.041536508,,,,,-0.00029153,-0.079237886,-0.079072673,,-0.00032117,-0.087294084,-0.087073358,-0.041536508
,,,,,image/75.jpg,-0.019278351,,,,,-0.00032117,-0.087294084,-0.087073358,,3.66E-05,0.009960285,0.009959955,-0.019278351
,,,,,image/76.jpg,0.011077681,,,,,3.66E-05,0.009960285,0.009959955,,0.000126432,0.034364287,0.034350769,0.011077681
,,,,,image/77.jpg,0.010781103,,,,,0.000126432,0.034364287,0.034350769,,3.23E-05,0.008773867,0.008773642,0.010781103
,,,,,image/78.jpg,0.006722532,,,,,3.23E-05,0.008773867,0.008773642,,6.67E-05,0.01811847,0.018116488,0.006722532
,,,,,image/79.jpg,0.003598995,,,,,6.67E-05,0.01811847,0.018116488,,-1.37E-05,-0.003720524,-0.003720507,0.003598995
,,,,,image/80.jpg,0.011115143,,,,,-1.37E-05,-0.003720524,-0.003720507,,0.000177404,0.048218395,0.048181078,0.011115143
,,,,,image/81.jpg,0.040893068,,,,,0.000177404,0.048218395,0.048181078,,0.000426439,0.115906088,0.115391196,0.040893068
,,,,,image/82.jpg,0.052605378,,,,,0.000426439,0.115906088,0.115391196,,0.00035069,0.09531742,0.095030317,0.052605378
,,,,,image/83.jpg,0.044210452,,,,,0.00035069,0.09531742,0.095030317,,0.000301672,0.081994505,0.08181149,0.044210452
,,,,,image/84.jpg,0.037838913,,,,,0.000301672,0.081994505,0.08181149,,0.000256278,0.069656495,0.069544163,0.037838913
,,,,,image/85.jpg,0.032491647,,,,,0.000256278,0.069656495,0.069544163,,0.000222576,0.060496063,0.060422424,0.032491647
,,,,,image/86.jpg,0.032981561,,,,,0.000222576,0.060496063,0.060422424,,0.000263524,0.071625933,0.071503822,0.032981561
,,,,,image/87.jpg,0.042655212,,,,,0.000263524,0.071625933,0.071503822,,0.000365868,0.09944289,0.099117028,0.042655212
,,,,,image/88.jpg,0.044972692,,,,,0.000365868,0.09944289,0.099117028,,0.000297829,0.080949868,0.080773741,0.044972692
,,,,,image/89.jpg,0.030607077,,,,,0.000297829,0.080949868,0.080773741,,0.000153343,0.041678676,0.041654567,0.030607077
,,,,,image/90.jpg,0.015196634,,,,,0.000153343,0.041678676,0.041654567,,7.04E-05,0.019134303,0.019131968,0.015196634
,,,,,image/91.jpg,0.008497507,,,,,7.04E-05,0.019134303,0.019131968,,5.47E-05,0.014859154,0.01485806,0.008497507
,,,,,image/92.jpg,0.004747694,,,,,5.47E-05,0.014859154,0.01485806,,1.52E-05,0.004132738,0.004132714,0.004747694
,,,,,image/93.jpg,-0.004683565,,,,,1.52E-05,0.004132738,0.004132714,,-8.41E-05,-0.022870959,-0.022866972,-0.004683565
,,,,,image/94.jpg,-0.022839578,,,,,-8.41E-05,-0.022870959,-0.022866972,,-0.000252386,-0.068598642,-0.068491341,-0.022839578
,,,,,image/95.jpg,-0.036159786,,,,,-0.000252386,-0.068598642,-0.068491341,,-0.000280704,-0.076295325,-0.076147802,-0.036159786
,,,,,image/96.jpg,-0.021115816,,,,,-0.000280704,-0.076295325,-0.076147802,,-3.06E-05,-0.008315655,-0.008315463,-0.021115816
,,,,,image/97.jpg,0.004843512,,,,,-3.06E-05,-0.008315655,-0.008315463,,0.000101901,0.02769659,0.027689511,0.004843512
,,,,,image/98.jpg,0.006662144,,,,,0.000101901,0.02769659,0.027689511,,-3.83E-06,-0.001040937,-0.001040937,0.006662144
,,,,,image/99.jpg,-0.007782303,,,,,-3.83E-06,-0.001040937,-0.001040937,,-0.000110733,-0.030097358,-0.030088275,-0.007782303
,,,,,image/100.jpg,-0.015323168,,,,,-0.000110733,-0.030097358,-0.030088275,,-0.000114844,-0.031214527,-0.031204395,-0.015323168
,,,,,image/101.jpg,-0.017524271,,,,,-0.000114844,-0.031214527,-0.031204395,,-0.000143165,-0.038912309,-0.038892687,-0.017524271
,,,,,image/102.jpg,-0.036933283,,,,,-0.000143165,-0.038912309,-0.038892687,,-0.000402032,-0.109272275,-0.108840445,-0.036933283
,,,,,image/103.jpg,-0.061133883,,,,,-0.000402032,-0.109272275,-0.108840445,,-0.000502333,-0.136534127,-0.135695088,-0.061133883
,,,,,image/104.jpg,-0.048389332,,,,,-0.000502333,-0.136534127,-0.135695088,,-0.000213123,-0.057926901,-0.057862239,-0.048389332
,,,,,image/105.jpg,-0.012170192,,,,,-0.000213123,-0.057926901,-0.057862239,,3.38E-05,0.009181727,0.009181469,-0.012170192
,,,,,image/106.jpg,0.001988847,,,,,3.38E-05,0.009181727,0.009181469,,-4.51E-06,-0.001226081,-0.001226081,0.001988847
,,,,,image/107.jpg,-0.01695524,,,,,-4.51E-06,-0.001226081,-0.001226081,,-0.000245377,-0.0666935,-0.066594878,-0.01695524
,,,,,image/108.jpg,-0.045218111,,,,,-0.000245377,-0.0666935,-0.066594878,,-0.000422287,-0.114777641,-0.114277564,-0.045218111
,,,,,image/109.jpg,-0.053466507,,,,,-0.000422287,-0.114777641,-0.114277564,,-0.00036762,-0.099919008,-0.099588462,-0.053466507
,,,,,image/110.jpg,-0.028776721,,,,,-0.00036762,-0.099919008,-0.099588462,,-5.71E-05,-0.015519668,-0.015518422,-0.028776721
,,,,,image/111.jpg,0.005069758,,,,,-5.71E-05,-0.015519668,-0.015518422,,0.000131761,0.035812751,0.035797452,0.005069758
,,,,,image/112.jpg,0.00581036,,,,,0.000131761,0.035812751,0.035797452,,-4.62E-05,-0.012556672,-0.012556012,0.00581036
,,,,,image/113.jpg,-0.018184654,,,,,-4.62E-05,-0.012556672,-0.012556012,,-0.00022169,-0.060255369,-0.060182604,-0.018184654
,,,,,image/114.jpg,-0.017501109,,,,,-0.00022169,-0.060255369,-0.060182604,,-3.61E-05,-0.009822147,-0.009821831,-0.017501109
,,,,,image/115.jpg,-0.00319261,,,,,-3.61E-05,-0.009822147,-0.009821831,,-1.08E-05,-0.00294862,-0.002948611,-0.00319261
,,,,,image/116.jpg,-0.005449221,,,,,-1.08E-05,-0.00294862,-0.002948611,,-6.94E-05,-0.018850504,-0.018848272,-0.005449221
,,,,,image/117.jpg,-0.000930568,,,,,-6.94E-05,-0.018850504,-0.018848272,,5.57E-05,0.015127154,0.015126,-0.000930568
,,,,,image/118.jpg,0.001862703,,,,,5.57E-05,0.015127154,0.015126,,-2.82E-05,-0.007675339,-0.007675188,0.001862703
,,,,,image/119.jpg,-0.009558431,,,,,-2.82E-05,-0.007675339,-0.007675188,,-0.000112465,-0.030568052,-0.030558536,-0.009558431
,,,,,image/120.jpg,0.000108183,,,,,-0.000112465,-0.030568052,-0.030558536,,0.000114059,0.031001195,0.030991269,0.000108183
,,,,,image/121.jpg,0.041747092,,,,,0.000114059,0.031001195,0.030991269,,0.000503465,0.136841779,0.135997098,0.041747092
,,,,,image/122.jpg,0.081551728,,,,,0.000503465,0.136841779,0.135997098,,0.000708379,0.192537419,0.190209813,0.081551728
,,,,,image/123.jpg,0.076812943,,,,,0.000708379,0.192537419,0.190209813,,0.000432595,0.117579348,0.117041958,0.076812943
,,,,,image/124.jpg,0.055428322,,,,,0.000432595,0.117579348,0.117041958,,0.000386517,0.105055274,0.104671328,0.055428322
,,,,,image/125.jpg,0.052823589,,,,,0.000386517,0.105055274,0.104671328,,0.000393778,0.107028921,0.106623028,0.052823589
,,,,,image/126.jpg,0.03993686,,,,,0.000393778,0.107028921,0.106623028,,0.000195638,0.053174445,0.053124412,0.03993686
,,,,,image/127.jpg,0.013020609,,,,,0.000195638,0.053174445,0.053124412,,-3.83E-06,-0.001041975,-0.001041975,0.013020609
,,,,,image/128.jpg,0.001884668,,,,,-3.83E-06,-0.001041975,-0.001041975,,3.16E-05,0.008580855,0.008580645,0.001884668
,,,,,image/129.jpg,0.01950307,,,,,3.16E-05,0.008580855,0.008580645,,0.000255862,0.069543423,0.069431637,0.01950307
,,,,,image/130.jpg,0.029767651,,,,,0.000255862,0.069543423,0.069431637,,0.000182781,0.049679776,0.049638966,0.029767651
,,,,,image/131.jpg,0.025571643,,,,,0.000182781,0.049679776,0.049638966,,0.000193879,0.052696302,0.052647606,0.025571643
,,,,,image/132.jpg,0.012492169,,,,,0.000193879,0.052696302,0.052647606,,-9.86E-06,-0.002678938,-0.002678932,0.012492169
,,,,,image/133.jpg,0.008586844,,,,,-9.86E-06,-0.002678938,-0.002678932,,0.000136289,0.037043237,0.037026307,0.008586844
,,,,,image/134.jpg,0.021345013,,,,,0.000136289,0.037043237,0.037026307,,0.000178041,0.048391465,0.048353745,0.021345013
,,,,,image/135.jpg,0.019265394,,,,,0.000178041,0.048391465,0.048353745,,0.00010565,0.02871572,0.028707831,0.019265394
,,,,,image/136.jpg,0.001046084,,,,,0.00010565,0.02871572,0.028707831,,-9.02E-05,-0.024528413,-0.024523496,0.001046084
,,,,,image/137.jpg,-0.019890884,,,,,-9.02E-05,-0.024528413,-0.024523496,,-0.000202707,-0.055095687,-0.05504004,-0.019890884
,,,,,image/138.jpg,-0.009722844,,,,,-0.000202707,-0.055095687,-0.05504004,,5.94E-05,0.016150066,0.016148662,-0.009722844
,,,,,image/139.jpg,0.011914223,,,,,5.94E-05,0.016150066,0.016148662,,0.000115963,0.031518661,0.03150823,0.011914223
,,,,,image/140.jpg,-0.007957496,,,,,0.000115963,0.031518661,0.03150823,,-0.000233345,-0.063423048,-0.063338213,-0.007957496
,,,,,image/141.jpg,-0.024825727,,,,,-0.000233345,-0.063423048,-0.063338213,,-0.000132378,-0.035980207,-0.035964693,-0.024825727
,,,,,image/142.jpg,0.000177593,,,,,-0.000132378,-0.035980207,-0.035964693,,0.000134995,0.036691516,0.036675063,0.000177593
,,,,,image/143.jpg,0.017820632,,,,,0.000134995,0.036691516,0.036675063,,0.000127378,0.034621286,0.034607463,0.017820632
,,,,,image/144.jpg,0.021448951,,,,,0.000127378,0.034621286,0.034607463,,0.000188496,0.051233098,0.051188342,0.021448951
,,,,,image/145.jpg,0.030999748,,,,,0.000188496,0.051233098,0.051188342,,0.000268358,0.072939588,0.072810649,0.030999748
,,,,,image/146.jpg,0.032672805,,,,,0.000268358,0.072939588,0.072810649,,0.000213191,0.057945295,0.057880572,0.032672805
,,,,,image/147.jpg,0.03304531,,,,,0.000213191,0.057945295,0.057880572,,0.000273869,0.074437698,0.074300667,0.03304531
,,,,,image/148.jpg,0.026804631,,,,,0.000273869,0.074437698,0.074300667,,0.000121154,0.032929754,0.032917859,0.026804631
,,,,,image/149.jpg,0.019035749,,,,,0.000121154,0.032929754,0.032917859,,0.000159132,0.043252079,0.043225138,0.019035749
,,,,,image/150.jpg,0.031319726,,,,,0.000159132,0.043252079,0.043225138,,0.00030257,0.082238415,0.082053766,0.031319726
,,,,,image/151.jpg,0.040180499,,,,,0.00030257,0.082238415,0.082053766,,0.000290033,0.078830917,0.078668229,0.040180499
,,,,,image/152.jpg,0.044336415,,,,,0.000290033,0.078830917,0.078668229,,0.000364235,0.098998966,0.098677431,0.044336415
,,,,,image/153.jpg,0.053723935,,,,,0.000364235,0.098998966,0.098677431,,0.000429523,0.116744394,0.11621831,0.053723935
,,,,,image/154.jpg,0.045989018,,,,,0.000429523,0.116744394,0.11621831,,0.000249601,0.067841556,0.067737763,0.045989018
,,,,,image/155.jpg,0.034747048,,,,,0.000249601,0.067841556,0.067737763,,0.000262587,0.071371245,0.071250429,0.034747048
,,,,,image/156.jpg,0.047388068,,,,,0.000262587,0.071371245,0.071250429,,0.000437295,0.11885684,0.118301842,0.047388068
,,,,,image/157.jpg,0.04441481,,,,,0.000437295,0.11885684,0.118301842,,0.000218643,0.059427207,0.059357398,0.04441481
,,,,,image/158.jpg,0.027785114,,,,,0.000218643,0.059427207,0.059357398,,0.000190689,0.051829395,0.05178306,0.027785114
,,,,,image/159.jpg,0.042167195,,,,,0.000190689,0.051829395,0.05178306,,0.000432012,0.117420954,0.116885721,0.042167195
,,,,,image/160.jpg,0.052527465,,,,,0.000432012,0.117420954,0.116885721,,0.000343985,0.093495145,0.093224141,0.052527465
,,,,,image/161.jpg,0.038916506,,,,,0.000343985,0.093495145,0.093224141,,0.000230034,0.062523163,0.062441883,0.038916506
,,,,,image/162.jpg,0.029411206,,,,,0.000230034,0.062523163,0.062441883,,0.000203308,0.055259085,0.055202942,0.029411206
,,,,,image/163.jpg,0.030818835,,,,,0.000203308,0.055259085,0.055202942,,0.000250838,0.068177739,0.068072398,0.030818835
,,,,,image/164.jpg,0.031579196,,,,,0.000250838,0.068177739,0.068072398,,0.000214534,0.058310339,0.058244386,0.031579196
,,,,,image/165.jpg,0.026377301,,,,,0.000214534,0.058310339,0.058244386,,0.000174025,0.047300046,0.047264818,0.026377301
,,,,,image/166.jpg,0.022848066,,,,,0.000174025,0.047300046,0.047264818,,0.000162458,0.04415611,0.044127446,0.022848066
,,,,,image/167.jpg,0.014881805,,,,,0.000162458,0.04415611,0.044127446,,5.67E-05,0.015400993,0.015399775,0.014881805
,,,,,image/168.jpg,0.000226042,,,,,5.67E-05,0.015400993,0.015399775,,-5.33E-05,-0.014496622,-0.014495606,0.000226042
,,,,,image/169.jpg,-0.003692466,,,,,-5.33E-05,-0.014496622,-0.014495606,,-1.01E-06,-0.000274259,-0.000274259,-0.003692466
,,,,,image/170.jpg,0.004040598,,,,,-1.01E-06,-0.000274259,-0.000274259,,6.05E-05,0.016438133,0.016436653,0.004040598
,,,,,image/171.jpg,0.002250723,,,,,6.05E-05,0.016438133,0.016436653,,-2.74E-05,-0.007433896,-0.007433759,0.002250723
,,,,,image/172.jpg,-0.009922545,,,,,-2.74E-05,-0.007433896,-0.007433759,,-0.000118718,-0.032267613,-0.032256421,-0.009922545
,,,,,image/173.jpg,-0.008477465,,,,,-0.000118718,-0.032267613,-0.032256421,,-6.08E-06,-0.001653441,-0.00165344,-0.008477465
,,,,,image/174.jpg,0.008777201,,,,,-6.08E-06,-0.001653441,-0.00165344,,0.000135316,0.036778816,0.036762246,0.008777201
,,,,,image/175.jpg,0.009132917,,,,,0.000135316,0.036778816,0.036762246,,-8.48E-07,-0.00023058,-0.00023058,0.009132917
,,,,,image/176.jpg,0.005630145,,,,,-8.48E-07,-0.00023058,-0.00023058,,8.37E-05,0.022755087,0.022751161,0.005630145
,,,,,image/177.jpg,0.024421395,,,,,8.37E-05,0.022755087,0.022751161,,0.000276214,0.075074992,0.07493442,0.024421395
,,,,,image/178.jpg,0.02075743,,,,,0.000276214,0.075074992,0.07493442,,2.98E-05,0.008095478,0.008095301,0.02075743
,,,,,image/179.jpg,0.00514424,,,,,2.98E-05,0.008095478,0.008095301,,4.59E-05,0.012482309,0.012481661,0.00514424
,,,,,image/180.jpg,0.014260652,,,,,4.59E-05,0.012482309,0.012481661,,0.000164056,0.044590463,0.044560945,0.014260652
,,,,,image/181.jpg,0.021933965,,,,,0.000164056,0.044590463,0.044560945,,0.000158947,0.043201761,0.043174914,0.021933965
,,,,,image/182.jpg,0.023988764,,,,,0.000158947,0.043201761,0.043174914,,0.000194368,0.052829207,0.052780142,0.023988764
,,,,,image/183.jpg,0.020162097,,,,,0.000194368,0.052829207,0.052780142,,0.000102559,0.027875463,0.027868246,0.020162097
,,,,,image/184.jpg,0.00205815,,,,,0.000102559,0.027875463,0.027868246,,-7.23E-05,-0.019638172,-0.019635648,0.00205815
,,,,,image/185.jpg,-0.013202126,,,,,-7.23E-05,-0.019638172,-0.019635648,,-0.000122094,-0.033185028,-0.033172854,-0.013202126
,,,,,image/186.jpg,-0.018406963,,,,,-0.000122094,-0.033185028,-0.033172854,,-0.000148922,-0.040477081,-0.040454996,-0.018406963
,,,,,image/187.jpg,-0.034964751,,,,,-0.000148922,-0.040477081,-0.040454996,,-0.000366934,-0.099732714,-0.099404006,-0.034964751
,,,,,image/188.jpg,-0.037398803,,,,,-0.000366934,-0.099732714,-0.099404006,,-0.000184817,-0.050233396,-0.050191207,-0.037398803
,,,,,image/189.jpg,0.004575244,,,,,-0.000184817,-0.050233396,-0.050191207,,0.00025239,0.068599487,0.068492183,0.004575244
,,,,,image/190.jpg,0.029545539,,,,,0.00025239,0.068599487,0.068492183,,0.000182969,0.049730911,0.049689974,0.029545539
,,,,,image/191.jpg,0.015262872,,,,,0.000182969,0.049730911,0.049689974,,4.18E-05,0.011362004,0.011361515,0.015262872
,,,,,image/192.jpg,0.008316167,,,,,4.18E-05,0.011362004,0.011361515,,8.06E-05,0.021906655,0.021903152,0.008316167
,,,,,image/193.jpg,-0.000644689,,,,,8.06E-05,0.021906655,0.021903152,,-9.01E-05,-0.024486799,-0.024481907,-0.000644689
,,,,,image/194.jpg,0.0053536,,,,,-9.01E-05,-0.024486799,-0.024481907,,0.000168979,0.045928561,0.045896307,0.0053536
,,,,,image/195.jpg,0.016679112,,,,,0.000168979,0.045928561,0.045896307,,7.66E-05,0.020823149,0.02082014,0.016679112
