time1,width,height,,frame_id,filename,angle_convert,angle_smooth,angle_smooth_convert,brake_input,gear_state,gear_cmd,throttle_input,ax,ay,curv1,smooth_convert,angle_convert_org,angle_org
,,,,,img_file/73050.jpg,-0.31415,,,,,,,,,,,-0.31415,-18
,,,,,img_file/73060.jpg,-0.391680475,,,,,,,,,,,-0.391680475,-22.4423
,,,,,img_file/73070.jpg,-0.663205556,,,,,,,,,,,-0.663205556,-38
,,,,,img_file/73080.jpg,-0.663205556,,,,,,,,,,,-0.663205556,-38
,,,,,img_file/73090.jpg,-0.680658333,,,,,,,,,,,-0.680658333,-39
,,,,,img_file/73100.jpg,-0.603185453,,,,,,,,,,,-0.603185453,-34.561
,,,,,img_file/73110.jpg,-0.488677778,,,,,,,,,,,-0.488677778,-28
,,,,,img_file/73120.jpg,-0.471225,,,,,,,,,,,-0.471225,-27
,,,,,img_file/73130.jpg,-0.453772222,,,,,,,,,,,-0.453772222,-26
,,,,,img_file/73140.jpg,-0.471225,,,,,,,,,,,-0.471225,-27
,,,,,img_file/73150.jpg,-0.496316859,,,,,,,,,,,-0.496316859,-28.4377
,,,,,img_file/73160.jpg,-0.506130556,,,,,,,,,,,-0.506130556,-29
,,,,,img_file/73170.jpg,-0.51618161,,,,,,,,,,,-0.51618161,-29.5759
,,,,,img_file/73180.jpg,-0.453772222,,,,,,,,,,,-0.453772222,-26
,,,,,img_file/73190.jpg,-0.443614706,,,,,,,,,,,-0.443614706,-25.418
,,,,,img_file/73200.jpg,-0.428111403,,,,,,,,,,,-0.428111403,-24.5297
,,,,,img_file/73210.jpg,-0.341128504,,,,,,,,,,,-0.341128504,-19.5458
,,,,,img_file/73220.jpg,-0.272310456,,,,,,,,,,,-0.272310456,-15.6027
,,,,,img_file/73230.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/73240.jpg,-0.209433333,,,,,,,,,,,-0.209433333,-12
,,,,,img_file/73250.jpg,-0.122169444,,,,,,,,,,,-0.122169444,-7
,,,,,img_file/73260.jpg,-0.017452778,,,,,,,,,,,-0.017452778,-1
,,,,,img_file/73270.jpg,-0.017452778,,,,,,,,,,,-0.017452778,-1
,,,,,img_file/73280.jpg,-0.017452778,,,,,,,,,,,-0.017452778,-1
,,,,,img_file/73290.jpg,-0.017452778,,,,,,,,,,,-0.017452778,-1
,,,,,img_file/73300.jpg,-0.017452778,,,,,,,,,,,-0.017452778,-1
,,,,,img_file/73310.jpg,0,,,,,,,,,,,0,0
,,,,,img_file/73320.jpg,-0.069811111,,,,,,,,,,,-0.069811111,-4
,,,,,img_file/73330.jpg,-0.069811111,,,,,,,,,,,-0.069811111,-4
,,,,,img_file/73340.jpg,-0.069811111,,,,,,,,,,,-0.069811111,-4
,,,,,img_file/73350.jpg,-0.087263889,,,,,,,,,,,-0.087263889,-5
,,,,,img_file/73360.jpg,-0.087263889,,,,,,,,,,,-0.087263889,-5
,,,,,img_file/73370.jpg,-0.087263889,,,,,,,,,,,-0.087263889,-5
,,,,,img_file/73380.jpg,-0.087263889,,,,,,,,,,,-0.087263889,-5
,,,,,img_file/73390.jpg,-0.104716667,,,,,,,,,,,-0.104716667,-6
,,,,,img_file/73400.jpg,-0.104716667,,,,,,,,,,,-0.104716667,-6
,,,,,img_file/73410.jpg,-0.104716667,,,,,,,,,,,-0.104716667,-6
,,,,,img_file/73420.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/73430.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/73440.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/73450.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/73460.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/73470.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/73480.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/73490.jpg,0.017452778,,,,,,,,,,,0.017452778,1
,,,,,img_file/73500.jpg,0.104716667,,,,,,,,,,,0.104716667,6
,,,,,img_file/73510.jpg,0.139622222,,,,,,,,,,,0.139622222,8
,,,,,img_file/73520.jpg,0.139622222,,,,,,,,,,,0.139622222,8
,,,,,img_file/73530.jpg,0.139622222,,,,,,,,,,,0.139622222,8
,,,,,img_file/73540.jpg,0.139622222,,,,,,,,,,,0.139622222,8
,,,,,img_file/73550.jpg,0.157075,,,,,,,,,,,0.157075,9
,,,,,img_file/73560.jpg,0.196399599,,,,,,,,,,,0.196399599,11.2532
,,,,,img_file/73570.jpg,0.226886111,,,,,,,,,,,0.226886111,13
,,,,,img_file/73580.jpg,0.226886111,,,,,,,,,,,0.226886111,13
,,,,,img_file/73590.jpg,0.226886111,,,,,,,,,,,0.226886111,13
,,,,,img_file/73600.jpg,0.226886111,,,,,,,,,,,0.226886111,13
,,,,,img_file/73610.jpg,0.244338889,,,,,,,,,,,0.244338889,14
,,,,,img_file/73620.jpg,0.244338889,,,,,,,,,,,0.244338889,14
,,,,,img_file/73630.jpg,0.226886111,,,,,,,,,,,0.226886111,13
,,,,,img_file/73640.jpg,0.250728351,,,,,,,,,,,0.250728351,14.3661
,,,,,img_file/73650.jpg,0.31415,,,,,,,,,,,0.31415,18
,,,,,img_file/73660.jpg,0.331602778,,,,,,,,,,,0.331602778,19
,,,,,img_file/73670.jpg,0.307851293,,,,,,,,,,,0.307851293,17.6391
,,,,,img_file/73680.jpg,0.174527778,,,,,,,,,,,0.174527778,10
,,,,,img_file/73690.jpg,-0.010560676,,,,,,,,,,,-0.010560676,-0.6051
,,,,,img_file/73700.jpg,-0.413159608,,,,,,,,,,,-0.413159608,-23.673
,,,,,img_file/73710.jpg,-0.506130556,,,,,,,,,,,-0.506130556,-29
,,,,,img_file/73720.jpg,-0.256569796,,,,,,,,,,,-0.256569796,-14.7008
,,,,,img_file/73730.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/73740.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/73750.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/73760.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/73770.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/73780.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/73790.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/73800.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/73810.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/73820.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/73830.jpg,-0.104716667,,,,,,,,,,,-0.104716667,-6
,,,,,img_file/73840.jpg,-0.104716667,,,,,,,,,,,-0.104716667,-6
,,,,,img_file/73850.jpg,-0.104716667,,,,,,,,,,,-0.104716667,-6
,,,,,img_file/73860.jpg,-0.104716667,,,,,,,,,,,-0.104716667,-6
,,,,,img_file/73870.jpg,-0.104716667,,,,,,,,,,,-0.104716667,-6
,,,,,img_file/73880.jpg,-0.104716667,,,,,,,,,,,-0.104716667,-6
,,,,,img_file/73890.jpg,-0.083556919,,,,,,,,,,,-0.083556919,-4.7876
,,,,,img_file/73900.jpg,-0.047511697,,,,,,,,,,,-0.047511697,-2.7223
,,,,,img_file/73910.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/73920.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/73930.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/73940.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/73950.jpg,-0.126743818,,,,,,,,,,,-0.126743818,-7.2621
,,,,,img_file/73960.jpg,-0.178540171,,,,,,,,,,,-0.178540171,-10.2299
,,,,,img_file/73970.jpg,-0.179644932,,,,,,,,,,,-0.179644932,-10.2932
,,,,,img_file/73980.jpg,-0.203843209,,,,,,,,,,,-0.203843209,-11.6797
,,,,,img_file/73990.jpg,-0.250127975,,,,,,,,,,,-0.250127975,-14.3317
,,,,,img_file/74000.jpg,-0.318879703,,,,,,,,,,,-0.318879703,-18.271
,,,,,img_file/74010.jpg,-0.331602778,,,,,,,,,,,-0.331602778,-19
,,,,,img_file/74020.jpg,-0.326236049,,,,,,,,,,,-0.326236049,-18.6925
,,,,,img_file/74030.jpg,-0.279244444,,,,,,,,,,,-0.279244444,-16
,,,,,img_file/74040.jpg,-0.149481296,,,,,,,,,,,-0.149481296,-8.5649
,,,,,img_file/74050.jpg,-0.087263889,,,,,,,,,,,-0.087263889,-5
,,,,,img_file/74060.jpg,-0.087263889,,,,,,,,,,,-0.087263889,-5
,,,,,img_file/74070.jpg,-0.069811111,,,,,,,,,,,-0.069811111,-4
,,,,,img_file/74080.jpg,-0.069811111,,,,,,,,,,,-0.069811111,-4
,,,,,img_file/74090.jpg,-0.069811111,,,,,,,,,,,-0.069811111,-4
,,,,,img_file/74100.jpg,-0.069811111,,,,,,,,,,,-0.069811111,-4
,,,,,img_file/74110.jpg,-0.069811111,,,,,,,,,,,-0.069811111,-4
,,,,,img_file/74120.jpg,-0.074591427,,,,,,,,,,,-0.074591427,-4.2739
,,,,,img_file/74130.jpg,-0.139622222,,,,,,,,,,,-0.139622222,-8
,,,,,img_file/74140.jpg,-0.177201543,,,,,,,,,,,-0.177201543,-10.1532
,,,,,img_file/74150.jpg,-0.191980556,,,,,,,,,,,-0.191980556,-11
,,,,,img_file/74160.jpg,-0.191980556,,,,,,,,,,,-0.191980556,-11
,,,,,img_file/74170.jpg,-0.012618358,,,,,,,,,,,-0.012618358,-0.723
,,,,,img_file/74180.jpg,0.062945188,,,,,,,,,,,0.062945188,3.6066
,,,,,img_file/74190.jpg,-0.101852666,,,,,,,,,,,-0.101852666,-5.8359
,,,,,img_file/74200.jpg,-0.104716667,,,,,,,,,,,-0.104716667,-6
,,,,,img_file/74210.jpg,-0.104716667,,,,,,,,,,,-0.104716667,-6
,,,,,img_file/74220.jpg,-0.16043466,,,,,,,,,,,-0.16043466,-9.1925
,,,,,img_file/74230.jpg,-0.154455338,,,,,,,,,,,-0.154455338,-8.8499
,,,,,img_file/74240.jpg,-0.122169444,,,,,,,,,,,-0.122169444,-7
,,,,,img_file/74250.jpg,-0.222503719,,,,,,,,,,,-0.222503719,-12.7489
,,,,,img_file/74260.jpg,-0.206153956,,,,,,,,,,,-0.206153956,-11.8121
,,,,,img_file/74270.jpg,-0.104716667,,,,,,,,,,,-0.104716667,-6
,,,,,img_file/74280.jpg,-0.177826353,,,,,,,,,,,-0.177826353,-10.189
,,,,,img_file/74290.jpg,-0.174527778,,,,,,,,,,,-0.174527778,-10
,,,,,img_file/74300.jpg,-0.174527778,,,,,,,,,,,-0.174527778,-10
,,,,,img_file/74310.jpg,-0.174527778,,,,,,,,,,,-0.174527778,-10
,,,,,img_file/74320.jpg,-0.122169444,,,,,,,,,,,-0.122169444,-7
,,,,,img_file/74330.jpg,-0.119644028,,,,,,,,,,,-0.119644028,-6.8553
,,,,,img_file/74340.jpg,-0.122169444,,,,,,,,,,,-0.122169444,-7
,,,,,img_file/74350.jpg,-0.122169444,,,,,,,,,,,-0.122169444,-7
,,,,,img_file/74360.jpg,-0.159567257,,,,,,,,,,,-0.159567257,-9.1428
,,,,,img_file/74370.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/74380.jpg,-0.087263889,,,,,,,,,,,-0.087263889,-5
,,,,,img_file/74390.jpg,-0.198403178,,,,,,,,,,,-0.198403178,-11.368
,,,,,img_file/74400.jpg,-0.488677778,,,,,,,,,,,-0.488677778,-28
,,,,,img_file/74410.jpg,-0.488677778,,,,,,,,,,,-0.488677778,-28
,,,,,img_file/74420.jpg,-0.506130556,,,,,,,,,,,-0.506130556,-29
,,,,,img_file/74430.jpg,-0.383961111,,,,,,,,,,,-0.383961111,-22
,,,,,img_file/74440.jpg,-0.383961111,,,,,,,,,,,-0.383961111,-22
,,,,,img_file/74450.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/74460.jpg,-0.331602778,,,,,,,,,,,-0.331602778,-19
,,,,,img_file/74470.jpg,-0.331602778,,,,,,,,,,,-0.331602778,-19
,,,,,img_file/74480.jpg,-0.331602778,,,,,,,,,,,-0.331602778,-19
,,,,,img_file/74490.jpg,-0.331602778,,,,,,,,,,,-0.331602778,-19
,,,,,img_file/74500.jpg,-0.331602778,,,,,,,,,,,-0.331602778,-19
,,,,,img_file/74510.jpg,-0.331602778,,,,,,,,,,,-0.331602778,-19
,,,,,img_file/74520.jpg,-0.31415,,,,,,,,,,,-0.31415,-18
,,,,,img_file/74530.jpg,-0.331602778,,,,,,,,,,,-0.331602778,-19
,,,,,img_file/74540.jpg,-0.331602778,,,,,,,,,,,-0.331602778,-19
,,,,,img_file/74550.jpg,-0.31415,,,,,,,,,,,-0.31415,-18
,,,,,img_file/74560.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/74570.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/74580.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/74590.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/74600.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/74610.jpg,-0.347210797,,,,,,,,,,,-0.347210797,-19.8943
,,,,,img_file/74620.jpg,-0.279244444,,,,,,,,,,,-0.279244444,-16
,,,,,img_file/74630.jpg,-0.263936613,,,,,,,,,,,-0.263936613,-15.1229
,,,,,img_file/74640.jpg,-0.366508333,,,,,,,,,,,-0.366508333,-21
,,,,,img_file/74650.jpg,-0.366508333,,,,,,,,,,,-0.366508333,-21
,,,,,img_file/74660.jpg,-0.366508333,,,,,,,,,,,-0.366508333,-21
,,,,,img_file/74670.jpg,-0.366508333,,,,,,,,,,,-0.366508333,-21
,,,,,img_file/74680.jpg,-0.365635694,,,,,,,,,,,-0.365635694,-20.95
,,,,,img_file/74690.jpg,-0.366508333,,,,,,,,,,,-0.366508333,-21
,,,,,img_file/74700.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/74710.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/74720.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/74730.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/74740.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/74750.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/74760.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/74770.jpg,-0.347448155,,,,,,,,,,,-0.347448155,-19.9079
,,,,,img_file/74780.jpg,-0.279244444,,,,,,,,,,,-0.279244444,-16
,,,,,img_file/74790.jpg,-0.279244444,,,,,,,,,,,-0.279244444,-16
,,,,,img_file/74800.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/74810.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/74820.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/74830.jpg,-0.244338889,,,,,,,,,,,-0.244338889,-14
,,,,,img_file/74840.jpg,-0.226886111,,,,,,,,,,,-0.226886111,-13
,,,,,img_file/74850.jpg,-0.226886111,,,,,,,,,,,-0.226886111,-13
,,,,,img_file/74860.jpg,-0.191980556,,,,,,,,,,,-0.191980556,-11
,,,,,img_file/74870.jpg,-0.104364121,,,,,,,,,,,-0.104364121,-5.9798
,,,,,img_file/74880.jpg,0.125108492,,,,,,,,,,,0.125108492,7.1684
,,,,,img_file/74890.jpg,0.175335841,,,,,,,,,,,0.175335841,10.0463
,,,,,img_file/74900.jpg,0.017452778,,,,,,,,,,,0.017452778,1
,,,,,img_file/74910.jpg,0,,,,,,,,,,,0,0
,,,,,img_file/74920.jpg,0.000179764,,,,,,,,,,,0.000179764,0.0103
,,,,,img_file/74930.jpg,0.017452778,,,,,,,,,,,0.017452778,1
,,,,,img_file/74940.jpg,0.016686601,,,,,,,,,,,0.016686601,0.9561
,,,,,img_file/74950.jpg,0.017452778,,,,,,,,,,,0.017452778,1
,,,,,img_file/74960.jpg,0.002305512,,,,,,,,,,,0.002305512,0.1321
,,,,,img_file/74970.jpg,0.000356037,,,,,,,,,,,0.000356037,0.0204
,,,,,img_file/74980.jpg,0.017351552,,,,,,,,,,,0.017351552,0.9942
,,,,,img_file/74990.jpg,0.017452778,,,,,,,,,,,0.017452778,1
,,,,,img_file/75000.jpg,0,,,,,,,,,,,0,0
,,,,,img_file/75010.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/75020.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/75030.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/75040.jpg,-0.034905556,,,,,,,,,,,-0.034905556,-2
,,,,,img_file/75050.jpg,-0.087263889,,,,,,,,,,,-0.087263889,-5
,,,,,img_file/75060.jpg,-0.087263889,,,,,,,,,,,-0.087263889,-5
,,,,,img_file/75070.jpg,-0.087263889,,,,,,,,,,,-0.087263889,-5
,,,,,img_file/75080.jpg,-0.087263889,,,,,,,,,,,-0.087263889,-5
,,,,,img_file/75090.jpg,-0.087263889,,,,,,,,,,,-0.087263889,-5
,,,,,img_file/75100.jpg,-0.087263889,,,,,,,,,,,-0.087263889,-5
,,,,,img_file/75110.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/75120.jpg,-0.227174082,,,,,,,,,,,-0.227174082,-13.0165
,,,,,img_file/75130.jpg,-0.366096448,,,,,,,,,,,-0.366096448,-20.9764
,,,,,img_file/75140.jpg,-0.437364866,,,,,,,,,,,-0.437364866,-25.0599
,,,,,img_file/75150.jpg,-0.471225,,,,,,,,,,,-0.471225,-27
,,,,,img_file/75160.jpg,-0.471225,,,,,,,,,,,-0.471225,-27
,,,,,img_file/75170.jpg,-0.540388613,,,,,,,,,,,-0.540388613,-30.9629
,,,,,img_file/75180.jpg,-0.593394444,,,,,,,,,,,-0.593394444,-34
,,,,,img_file/75190.jpg,-0.594502696,,,,,,,,,,,-0.594502696,-34.0635
,,,,,img_file/75200.jpg,-0.610847222,,,,,,,,,,,-0.610847222,-35
,,,,,img_file/75210.jpg,-0.522387818,,,,,,,,,,,-0.522387818,-29.9315
,,,,,img_file/75220.jpg,-0.471225,,,,,,,,,,,-0.471225,-27
,,,,,img_file/75230.jpg,-0.43713798,,,,,,,,,,,-0.43713798,-25.0469
,,,,,img_file/75240.jpg,-0.436319444,,,,,,,,,,,-0.436319444,-25
,,,,,img_file/75250.jpg,-0.436319444,,,,,,,,,,,-0.436319444,-25
,,,,,img_file/75260.jpg,-0.383158283,,,,,,,,,,,-0.383158283,-21.954
,,,,,img_file/75270.jpg,-0.279244444,,,,,,,,,,,-0.279244444,-16
,,,,,img_file/75280.jpg,-0.279244444,,,,,,,,,,,-0.279244444,-16
,,,,,img_file/75290.jpg,-0.279244444,,,,,,,,,,,-0.279244444,-16
,,,,,img_file/75300.jpg,-0.279244444,,,,,,,,,,,-0.279244444,-16
,,,,,img_file/75310.jpg,-0.279244444,,,,,,,,,,,-0.279244444,-16
,,,,,img_file/75320.jpg,-0.279244444,,,,,,,,,,,-0.279244444,-16
,,,,,img_file/75330.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/75340.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/75350.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/75360.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/75370.jpg,-0.349263244,,,,,,,,,,,-0.349263244,-20.0119
,,,,,img_file/75380.jpg,-0.313383823,,,,,,,,,,,-0.313383823,-17.9561
,,,,,img_file/75390.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/75400.jpg,-0.209433333,,,,,,,,,,,-0.209433333,-12
,,,,,img_file/75410.jpg,-0.209433333,,,,,,,,,,,-0.209433333,-12
,,,,,img_file/75420.jpg,-0.209433333,,,,,,,,,,,-0.209433333,-12
,,,,,img_file/75430.jpg,-0.209433333,,,,,,,,,,,-0.209433333,-12
,,,,,img_file/75440.jpg,-0.209433333,,,,,,,,,,,-0.209433333,-12
,,,,,img_file/75450.jpg,-0.209433333,,,,,,,,,,,-0.209433333,-12
,,,,,img_file/75460.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/75470.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/75480.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/75490.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/75500.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/75510.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/75520.jpg,-0.226886111,,,,,,,,,,,-0.226886111,-13
,,,,,img_file/75530.jpg,-0.226886111,,,,,,,,,,,-0.226886111,-13
,,,,,img_file/75540.jpg,-0.226886111,,,,,,,,,,,-0.226886111,-13
,,,,,img_file/75550.jpg,-0.226886111,,,,,,,,,,,-0.226886111,-13
,,,,,img_file/75560.jpg,-0.226886111,,,,,,,,,,,-0.226886111,-13
,,,,,img_file/75570.jpg,-0.226886111,,,,,,,,,,,-0.226886111,-13
,,,,,img_file/75580.jpg,-0.226886111,,,,,,,,,,,-0.226886111,-13
,,,,,img_file/75590.jpg,-0.209433333,,,,,,,,,,,-0.209433333,-12
,,,,,img_file/75600.jpg,-0.294698879,,,,,,,,,,,-0.294698879,-16.8855
,,,,,img_file/75610.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/75620.jpg,-0.366508333,,,,,,,,,,,-0.366508333,-21
,,,,,img_file/75630.jpg,-0.366508333,,,,,,,,,,,-0.366508333,-21
,,,,,img_file/75640.jpg,-0.366508333,,,,,,,,,,,-0.366508333,-21
,,,,,img_file/75650.jpg,-0.366508333,,,,,,,,,,,-0.366508333,-21
,,,,,img_file/75660.jpg,-0.34992994,,,,,,,,,,,-0.34992994,-20.0501
,,,,,img_file/75670.jpg,-0.366508333,,,,,,,,,,,-0.366508333,-21
,,,,,img_file/75680.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/75690.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/75700.jpg,-0.349055556,,,,,,,,,,,-0.349055556,-20
,,,,,img_file/75710.jpg,-0.31415,,,,,,,,,,,-0.31415,-18
,,,,,img_file/75720.jpg,-0.296697222,,,,,,,,,,,-0.296697222,-17
,,,,,img_file/75730.jpg,-0.296697222,,,,,,,,,,,-0.296697222,-17
,,,,,img_file/75740.jpg,-0.279244444,,,,,,,,,,,-0.279244444,-16
,,,,,img_file/75750.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/75760.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/75770.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/75780.jpg,-0.261791667,,,,,,,,,,,-0.261791667,-15
,,,,,img_file/75790.jpg,-0.192902062,,,,,,,,,,,-0.192902062,-11.0528
,,,,,img_file/75800.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/75810.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/75820.jpg,-0.157075,,,,,,,,,,,-0.157075,-9
,,,,,img_file/75830.jpg,-0.172747594,,,,,,,,,,,-0.172747594,-9.898
,,,,,img_file/75840.jpg,-0.191980556,,,,,,,,,,,-0.191980556,-11
,,,,,img_file/75850.jpg,-0.209433333,,,,,,,,,,,-0.209433333,-12
,,,,,img_file/75860.jpg,-0.209433333,,,,,,,,,,,-0.209433333,-12
,,,,,img_file/75870.jpg,-0.209433333,,,,,,,,,,,-0.209433333,-12
,,,,,img_file/75880.jpg,-0.226886111,,,,,,,,,,,-0.226886111,-13
,,,,,img_file/75890.jpg,-0.191980556,,,,,,,,,,,-0.191980556,-11
,,,,,img_file/75900.jpg,-0.174527778,,,,,,,,,,,-0.174527778,-10
