index,timestamp,width,height,frame_id,filename,angle,torque,speed,lat,long,alt,brake_input,gear_state,gear_cmd,throttle_input,ax,ay,az
43:23.7,1.47943E+18,640,480,center_camera,center/1479426203679164300.jpg,0,0.298651603,25.7910507,37.5201683,-122.3311409,113.2757836,0.147077797,4,0,0.172455092,0.008939094,-0.372121812,9.988781877
43:23.7,1.47943E+18,640,480,center_camera,center/1479426203729150636.jpg,0.001745329,0.27805235,25.78965425,37.52017975,-122.3311462,113.2623181,0.147228852,4,0,0.172429696,0.113840659,-0.38,9.962951928
43:23.8,1.47943E+18,640,480,center_camera,center/1479426203779167218.jpg,0.001745329,0.298236253,25.79230026,37.52019119,-122.3311539,113.230645,0.147026975,4,0,0.173711912,0.06101753,-0.31101753,9.730350608
43:23.8,1.47943E+18,640,480,center_camera,center/1479426203829168778.jpg,0.003490658,0.141835425,25.78611183,37.52019882,-122.3311615,113.2034768,0.1466444,4,0,0.172216211,0.07,-0.301130285,9.541475422
43:23.9,1.47943E+18,640,480,center_camera,center/1479426203879271521.jpg,0.003490658,0.139363865,25.78183264,37.52021027,-122.3311691,113.1760246,0.146868707,4,0,0.172575878,0.15774806,-0.37,9.541393426
43:23.9,1.47943E+18,640,480,center_camera,center/1479426203929123489.jpg,0.001745329,0.046410899,25.77849352,37.52022171,-122.3311768,113.1475183,0.146593082,4,0,0.172859461,0.075294014,-0.34,9.947253519
43:24.0,1.47943E+18,640,480,center_camera,center/1479426203979168705.jpg,0.001745329,0.047277055,25.77777863,37.52023051,-122.3311844,113.1186186,0.146980104,4,0,0.173632413,0.196463324,-0.378384169,9.940700788
43:24.0,1.47943E+18,640,480,center_camera,center/1479426204029259185.jpg,0.001745329,0.078512621,25.78333282,37.52024078,-122.331192,113.0905142,0.1471529,4,0,0.173368455,0.155373975,-0.366915983,9.854718245
43:24.1,1.47943E+18,640,480,center_camera,center/1479426204079200603.jpg,0.001745329,0.0625,25.78333282,37.52025223,-122.3311996,113.058068,0.146960993,4,0,0.173632413,0.17652389,-0.348261945,9.927380549
43:24.1,1.47943E+18,640,480,center_camera,center/1479426204129564115.jpg,0.001745329,0.046370344,25.77356573,37.52026367,-122.3312073,113.0234245,0.146916415,4,0,0.173876554,0.208448872,-0.468448872,9.994488724
43:24.2,1.47943E+18,640,480,center_camera,center/1479426204179272574.jpg,0.001745329,0,25.76666641,37.5202713,-122.3312149,112.9911558,0.147457729,4,0,0.172899976,0.1,-0.378535208,9.732929585
43:24.2,1.47943E+18,640,480,center_camera,center/1479426204229256075.jpg,0.001745329,-0.139745798,25.76176596,37.52028275,-122.3312225,112.9694063,0.146968259,4,0,0.172719833,0.13224052,-0.401202599,9.632405198
43:24.3,1.47943E+18,640,480,center_camera,center/1479426204279279088.jpg,0.001745329,-0.25,25.76184775,37.52029419,-122.3312251,112.9359431,0.146854182,4,0,0.17215695,0.085553464,-0.42,9.71
43:24.3,1.47943E+18,640,480,center_camera,center/1479426204329115967.jpg,0,0,25.76111031,37.52030182,-122.3312302,112.9044024,0.147201877,4,0,0.171285026,0.147488468,-0.372465404,9.61
43:24.4,1.47943E+18,640,480,center_camera,center/1479426204379057814.jpg,0,-0.107349515,25.75156909,37.52031326,-122.3312378,112.8721048,0.147070039,4,0,0.171376831,0.185455957,-0.455455957,9.864559567
43:24.4,1.47943E+18,640,480,center_camera,center/1479426204429114210.jpg,0,-0.325978714,25.75157928,37.52032471,-122.3312454,112.84108,0.147013956,4,0,0.169388069,0.16,-0.474654738,9.93672631
43:24.5,1.47943E+18,640,480,center_camera,center/1479426204479156461.jpg,-0.002990672,-0.375,25.74166679,37.52033346,-122.3312531,112.8086611,0.147013537,4,0,0.167772949,0.10336558,-0.43,9.6773116
43:24.5,1.47943E+18,640,480,center_camera,center/1479426204529192981.jpg,-0.007350605,-0.486775853,25.73552309,37.52034378,-122.3312607,112.777661,0.147451179,4,0,0.167502187,0.05,-0.442137298,9.767254045
43:24.6,1.47943E+18,640,480,center_camera,center/1479426204579189153.jpg,-0.010471975,-0.455809017,25.73333359,37.52035522,-122.3312683,112.7438184,0.146920751,4,0,0.16872686,0.016137433,-0.426137433,9.832748661
43:24.6,1.47943E+18,640,480,center_camera,center/1479426204629267168.jpg,-0.012217305,-0.387971789,25.72500038,37.52036667,-122.3312759,112.7119427,0.147037376,4,0,0.168688774,-0.041384402,-0.408615598,10.1
43:24.7,1.47943E+18,640,480,center_camera,center/1479426204679245836.jpg,-0.013441457,-0.331163261,25.72305122,37.5203743,-122.3312836,112.6834107,0.146599776,4,0,0.172037975,-0.004051274,-0.431897452,9.677999691
43:24.7,1.47943E+18,640,480,center_camera,center/1479426204729304683.jpg,-0.013962634,-0.29997098,25.71666718,37.52038574,-122.3312912,112.6563316,0.147093903,4,0,0.183291336,-0.03,-0.388748269,9.697482688
43:24.8,1.47943E+18,640,480,center_camera,center/1479426204779278167.jpg,-0.013962634,-0.1875,25.7081422,37.52039719,-122.3312988,112.6195731,0.14689057,4,0,0.203660076,0.009874873,-0.48,9.984725734
43:24.8,1.47943E+18,640,480,center_camera,center/1479426204829273647.jpg,-0.013962634,-0.074400688,25.70780482,37.52040606,-122.3313065,112.5875811,0.146987939,4,0,0.221620982,0.05567656,-0.427029679,9.935379772
43:24.9,1.47943E+18,640,480,center_camera,center/1479426204879219803.jpg,-0.015154905,-0.525975159,25.70277786,37.52041626,-122.3313065,112.5497998,0.146924382,4,0,0.231433557,0,-0.415532375,9.948830937
43:24.9,1.47943E+18,640,480,center_camera,center/1479426204929300517.jpg,-0.023648265,-0.738552964,25.7045377,37.5204277,-122.3313141,112.51531,0.147046596,4,0,0.236366723,0.036331365,-0.460887577,9.942130138
43:25.0,1.47943E+18,640,480,center_camera,center/1479426204979311808.jpg,-0.03672428,-0.855030451,25.70189054,37.52043915,-122.3313217,112.4810322,0.146644905,4,0,0.237084616,-0.087052575,-0.411368383,10.01
43:25.0,1.47943E+18,640,480,center_camera,center/1479426205029247578.jpg,-0.049769373,-0.896489596,25.69396723,37.52044678,-122.3313293,112.4466319,0.146653227,4,0,0.237842168,-0.095461861,-0.393614417,10.01377536
43:25.1,1.47943E+18,640,480,center_camera,center/1479426205079322048.jpg,-0.063434281,-1.021572818,25.69166756,37.52045822,-122.331337,112.4164295,0.146921137,4,0,0.242329127,-0.218977007,-0.411136288,9.91
43:25.1,1.47943E+18,640,480,center_camera,center/1479426205129325173.jpg,-0.073892849,-0.989453609,25.6898261,37.52046967,-122.3313446,112.3839091,0.146504496,4,0,0.243254055,-0.213562124,-0.329041416,9.85520708
43:25.2,1.47943E+18,640,480,center_camera,center/1479426205179264048.jpg,-0.07679449,-0.75110635,25.69260964,37.52047729,-122.3313522,112.3507398,0.146868494,4,0,0.24312733,-0.440210716,-0.404894642,10.05594822
43:25.2,1.47943E+18,640,480,center_camera,center/1479426205229343240.jpg,-0.076514115,-0.4375,25.70000076,37.52048874,-122.3313599,112.3221835,0.146791463,4,0,0.24284588,-0.415920891,-0.285306964,10.43609805
43:25.3,1.47943E+18,640,480,center_camera,center/1479426205279352201.jpg,-0.071558498,-0.45668282,25.69722176,37.52050018,-122.3313675,112.2918201,0.1473106,4,0,0.24238205,-0.63,-0.350493561,10.10968883
43:25.3,1.47943E+18,640,480,center_camera,center/1479426205329357768.jpg,-0.071558498,-0.572056128,25.70235325,37.5205091,-122.3313751,112.2631201,0.14670081,4,0,0.243170142,-0.415092199,-0.340184397,9.908595745
43:25.4,1.47943E+18,640,480,center_camera,center/1479426205379369539.jpg,-0.071558498,-0.6875,25.69722176,37.52051926,-122.3313778,112.2296611,0.146850621,4,0,0.243045341,-0.505495657,-0.284929192,10.01
43:25.4,1.47943E+18,640,480,center_camera,center/1479426205429239885.jpg,-0.071558498,-0.63337704,25.69203978,37.5205307,-122.3313828,112.2010727,0.146998909,4,0,0.242704123,-0.528969805,-0.291373593,10.14828301
43:25.5,1.47943E+18,640,480,center_camera,center/1479426205479251199.jpg,-0.071558498,-0.625,25.70907258,37.52053951,-122.3313904,112.1701458,0.146828577,4,0,0.244207866,-0.461712761,-0.16,10.05114629
43:25.5,1.47943E+18,640,480,center_camera,center/1479426205529395153.jpg,-0.071558498,-0.616481415,25.71186835,37.52054977,-122.331398,112.1386408,0.147222674,4,0,0.243240174,-0.609096226,-0.23,10.05703349
43:25.6,1.47943E+18,640,480,center_camera,center/1479426205579404383.jpg,-0.071558498,-0.664546308,25.7131516,37.52056122,-122.3314056,112.113451,0.146750198,4,0,0.243628307,-0.419004628,-0.298855821,10.0384094
43:25.6,1.47943E+18,640,480,center_camera,center/1479426205629933151.jpg,-0.071558498,-0.894483693,25.71388817,37.52057266,-122.3314133,112.0814417,0.146780801,4,0,0.243568578,-0.504951039,-0.32498368,10.00531009
43:25.7,1.47943E+18,640,480,center_camera,center/1479426205679347618.jpg,-0.076136588,-1.038940686,25.71284134,37.52058158,-122.3314209,112.0547153,0.146586435,4,0,0.24292711,-0.366437627,-0.192374916,10.34406271
43:25.7,1.47943E+18,640,480,center_camera,center/1479426205729481212.jpg,-0.085740352,-1.125,25.72465133,37.52059174,-122.3314285,112.0219023,0.147211324,4,0,0.244158018,-0.49,-0.227714905,10.02727967
43:25.8,1.47943E+18,640,480,center_camera,center/1479426205779439523.jpg,-0.090090221,-1.086381608,25.72565446,37.52060318,-122.3314362,111.9948893,0.146674934,4,0,0.243613755,-0.48,-0.175588455,10.06029609
43:25.8,1.47943E+18,640,480,center_camera,center/1479426205829387367.jpg,-0.090757124,-0.867973122,25.72746525,37.52061462,-122.3314362,111.9701442,0.146240212,4,0,0.243648671,-0.508485135,-0.267272297,10.48060878
43:25.9,1.47943E+18,640,480,center_camera,center/1479426205879458928.jpg,-0.089691196,-0.850670589,25.7339486,37.52062225,-122.3314438,111.9406334,0.146753992,4,0,0.244731971,-0.47,-0.235914931,10.2
43:25.9,1.47943E+18,640,480,center_camera,center/1479426205929464071.jpg,-0.090757124,-1.069213845,25.73640921,37.5206337,-122.3314514,111.9078401,0.145975711,4,0,0.243885442,-0.520690837,-0.202276335,10.26138167
43:26.0,1.47943E+18,640,480,center_camera,center/1479426205979412195.jpg,-0.091805409,-1.225038952,25.73832967,37.52064514,-122.331459,111.8756419,0.146633738,4,0,0.24325433,-0.586528974,-0.353471026,10.40065976
43:26.0,1.47943E+18,640,480,center_camera,center/1479426206029471639.jpg,-0.098073281,-1.130995363,25.73888969,37.52065419,-122.3314667,111.8479261,0.146913286,4,0,0.243270924,-0.44254219,-0.241186715,10.3745781
43:26.1,1.47943E+18,640,480,center_camera,center/1479426206079493225.jpg,-0.104013888,-1.224722978,25.73167964,37.52066422,-122.3314743,111.8217144,0.147317489,4,0,0.244135108,-0.714936122,-0.218797909,10.17468061
43:26.1,1.47943E+18,640,480,center_camera,center/1479426206129504319.jpg,-0.106625284,-1.130736653,25.73307869,37.52067566,-122.3314819,111.7996264,0.14689708,4,0,0.243660599,-0.63000493,-0.273339906,10.07341385
43:26.2,1.47943E+18,640,480,center_camera,center/1479426206179510901.jpg,-0.108210415,-1.161742618,25.73104382,37.5206871,-122.3314848,111.7721042,0.146654509,4,0,0.243042347,-0.736668586,-0.140005759,10.13670314
43:26.2,1.47943E+18,640,480,center_camera,center/1479426206229458385.jpg,-0.108210415,-0.989697258,25.73588179,37.52069609,-122.3314896,111.7452914,0.147399781,4,0,0.243488069,-0.7,-0.257288948,9.71
43:26.3,1.47943E+18,640,480,center_camera,center/1479426206279578970.jpg,-0.106465086,-0.864632119,25.73611069,37.52070618,-122.3314972,111.7201462,0.146829805,4,0,0.243732363,-0.723779796,-0.22,9.81
43:26.3,1.47943E+18,640,480,center_camera,center/1479426206329474904.jpg,-0.106465086,-0.807922578,25.7254073,37.52071762,-122.3315048,111.6980959,0.147281393,4,0,0.243576356,-0.823055375,-0.194723125,10.06168074
43:26.4,1.47943E+18,640,480,center_camera,center/1479426206379546384.jpg,-0.104719758,-0.714192442,25.72300321,37.52072906,-122.3315125,111.6743746,0.146920746,4,0,0.243115189,-0.661216607,-0.28,9.965628155
43:26.4,1.47943E+18,640,480,center_camera,center/1479426206429491273.jpg,-0.101229094,-0.620879209,25.7225877,37.5207381,-122.3315201,111.656041,0.147138691,4,0,0.242861903,-0.90705919,-0.145588785,9.953136034
43:26.5,1.47943E+18,640,480,center_camera,center/1479426206479562252.jpg,-0.096750157,-0.49171956,25.72185427,37.52074814,-122.3315277,111.6372791,0.147089826,4,0,0.243280846,-0.697548657,-0.21107005,10.02157592
43:26.5,1.47943E+18,640,480,center_camera,center/1479426206529615207.jpg,-0.090535983,-0.5625,25.73315765,37.52075958,-122.3315277,111.6109752,0.147598544,4,0,0.243494139,-0.86659305,-0.228296525,10.07511042
43:26.6,1.47943E+18,640,480,center_camera,center/1479426206579631680.jpg,-0.08454299,-0.507554261,25.73089131,37.52077103,-122.3315353,111.588955,0.147086091,4,0,0.243940419,-0.602197582,-0.154798388,10.17399194
43:26.6,1.47943E+18,640,480,center_camera,center/1479426206629587711.jpg,-0.082030475,-0.493514309,25.7387455,37.52078019,-122.331543,111.5677624,0.147050723,4,0,0.244220644,-0.694972559,-0.217486279,9.716070209
43:26.7,1.47943E+18,640,480,center_camera,center/1479426206679578894.jpg,-0.082030475,-0.465755522,25.7431884,37.5207901,-122.3315506,111.5498331,0.147025015,4,0,0.243554915,-0.547739648,-0.192260352,9.93260352
43:26.7,1.47943E+18,640,480,center_camera,center/1479426206729546577.jpg,-0.078539819,-0.315109363,25.73611069,37.52080154,-122.3315582,111.5364264,0.146717601,4,0,0.24325723,-0.542169934,-0.221320264,10.03707191
43:26.8,1.47943E+18,640,480,center_camera,center/1479426206779604715.jpg,-0.075848084,-0.3125,25.73888969,37.52081299,-122.3315659,111.5175859,0.147037204,4,0,0.242988738,-0.472180292,-0.25,10.21496862
43:26.8,1.47943E+18,640,480,center_camera,center/1479426206829702067.jpg,-0.071558498,-0.3125,25.73621997,37.52082443,-122.3315659,111.4957786,0.146577419,4,0,0.243732363,-0.517781495,-0.182218505,9.745663347
43:26.9,1.47943E+18,640,480,center_camera,center/1479426206879568954.jpg,-0.070631416,-0.3125,25.73611069,37.52083206,-122.3315735,111.4786902,0.146660722,4,0,0.241326129,-0.353864505,-0.218067747,9.9467128
43:26.9,1.47943E+18,640,480,center_camera,center/1479426206929641877.jpg,-0.071513741,-0.5625,25.74166679,37.52084351,-122.3315811,111.4631515,0.147148168,4,0,0.230998941,-0.441873871,-0.181873871,9.95378388
43:27.0,1.47943E+18,640,480,center_camera,center/1479426206979668007.jpg,-0.071558498,-0.566184357,25.7403601,37.52085495,-122.3315887,111.4471965,0.147153098,4,0,0.221658491,-0.427242618,-0.138621309,9.896213088
43:27.0,1.47943E+18,640,480,center_camera,center/1479426207029658467.jpg,-0.071558498,-0.624065481,25.74436085,37.52086639,-122.3315964,111.4254084,0.14732062,4,0,0.217904985,-0.422639826,-0.271472035,10.15731099
43:27.1,1.47943E+18,640,480,center_camera,center/1479426207079606723.jpg,-0.071558498,-0.655183937,25.73888969,37.52087553,-122.3315964,111.4044601,0.147022766,4,0,0.214660876,-0.275967407,-0.176720988,9.796558024
43:27.1,1.47943E+18,640,480,center_camera,center/1479426207129987588.jpg,-0.071558498,-0.44159468,25.73333359,37.52088547,-122.331604,111.3791166,0.146908449,4,0,0.209831457,-0.378372087,-0.193488348,9.79372087
43:27.2,1.47943E+18,640,480,center_camera,center/1479426207179685819.jpg,-0.071558498,-0.593011578,25.73888969,37.52089691,-122.3316116,111.3566925,0.146765518,4,0,0.207664589,-0.30312989,-0.23,9.92982264
43:27.2,1.47943E+18,640,480,center_camera,center/1479426207229637157.jpg,-0.071558498,-0.625,25.73891401,37.52090836,-122.3316193,111.3427617,0.146950152,4,0,0.202994337,-0.384090759,-0.211181848,10.18818152
43:27.3,1.47943E+18,640,480,center_camera,center/1479426207279651441.jpg,-0.071558498,-0.6875,25.74304954,37.5209198,-122.3316269,111.3179441,0.14689327,4,0,0.202212557,-0.29433849,-0.271084622,10.0197616
43:27.3,1.47943E+18,640,480,center_camera,center/1479426207329650701.jpg,-0.073302198,-0.875,25.74166679,37.52092892,-122.3316269,111.2952488,0.146467625,4,0,0.201006014,-0.318144942,-0.251855058,10.16382638
43:27.4,1.47943E+18,640,480,center_camera,center/1479426207379720842.jpg,-0.077661089,-0.937065595,25.73473179,37.52093887,-122.3316345,111.2734654,0.146849436,4,0,0.199282825,-0.31536197,-0.316425353,9.992126766
43:27.4,1.47943E+18,640,480,center_camera,center/1479426207429670546.jpg,-0.085505925,-1.061955459,25.73058068,37.52095032,-122.3316422,111.2563765,0.14647233,4,0,0.199353784,-0.430561323,-0.311122646,9.81
43:27.5,1.47943E+18,640,480,center_camera,center/1479426207479737637.jpg,-0.094212093,-1.126277986,25.72080443,37.52096176,-122.3316498,111.2405162,0.146656889,4,0,0.199263088,-0.468072986,-0.231284676,9.71
43:27.5,1.47943E+18,640,480,center_camera,center/1479426207529626513.jpg,-0.097738437,-1.0625,25.71677393,37.52097321,-122.3316574,111.2211001,0.147513644,4,0,0.19790517,-0.549105208,-0.309552604,9.822974482
43:27.6,1.47943E+18,640,480,center_camera,center/1479426207579695488.jpg,-0.099483766,-1.125,25.71666718,37.52098084,-122.3316574,111.1988963,0.146801096,4,0,0.199212953,-0.552490376,-0.341245188,10.10415063
43:27.6,1.47943E+18,640,480,center_camera,center/1479426207629863297.jpg,-0.101229094,-1.123968847,25.71115689,37.52099228,-122.331665,111.182912,0.14673983,4,0,0.198135334,-0.66651526,-0.269128815,9.914355925
43:27.7,1.47943E+18,640,480,center_camera,center/1479426207679641055.jpg,-0.105537804,-1.1875,25.70703143,37.52100372,-122.3316727,111.1674288,0.146721171,4,0,0.199253183,-0.640460603,-0.359846466,9.91
43:27.7,1.47943E+18,640,480,center_camera,center/1479426207729772691.jpg,-0.111598316,-1.25,25.70277786,37.52101517,-122.3316803,111.1561384,0.146594327,4,0,0.198175304,-0.659902728,-0.29,9.91
43:27.8,1.47943E+18,640,480,center_camera,center/1479426207779827190.jpg,-0.120322581,-1.345632511,25.69183395,37.52102661,-122.3316803,111.1378954,0.146579916,4,0,0.196130962,-0.769980634,-0.350019366,10.10019366
43:27.8,1.47943E+18,640,480,center_camera,center/1479426207829728664.jpg,-0.132429323,-1.372425235,25.68888855,37.52103583,-122.3316879,111.1191967,0.146872739,4,0,0.195840103,-0.759637563,-0.359456344,10.09836903
43:27.9,1.47943E+18,640,480,center_camera,center/1479426207879745402.jpg,-0.139626339,-1.3125,25.68055534,37.52104568,-122.3316956,111.101253,0.146954421,4,0,0.193772138,-0.889255221,-0.260496519,10.00503481
43:27.9,1.47943E+18,640,480,center_camera,center/1479426207929739001.jpg,-0.141371667,-1.190549559,25.68055534,37.52105713,-122.3317032,111.0798158,0.146846852,4,0,0.193388434,-0.90957047,-0.310859059,9.71859059
43:28.0,1.47943E+18,640,480,center_camera,center/1479426207979702727.jpg,-0.139626339,-0.972111395,25.66944504,37.52106857,-122.3317032,111.0748551,0.146459128,4,0,0.194346714,-0.920831156,-0.317506532,10.08420804
43:28.0,1.47943E+18,640,480,center_camera,center/1479426208029773555.jpg,-0.13622958,-0.819224906,25.65322695,37.52108002,-122.3317108,111.0595636,0.147049138,4,0,0.193038824,-1.076210397,-0.4493684,9.903683995
43:28.1,1.47943E+18,640,480,center_camera,center/1479426208079808175.jpg,-0.133631956,-0.875,25.64722252,37.52108974,-122.3317184,111.0425898,0.146661487,4,0,0.193118469,-1.028638855,-0.399319427,10.1
43:28.1,1.47943E+18,640,480,center_camera,center/1479426208129914409.jpg,-0.132645026,-0.875,25.64166641,37.52109909,-122.3317261,111.0277336,0.146773974,4,0,0.193292249,-1,-0.330962655,9.738879656
43:28.2,1.47943E+18,640,480,center_camera,center/1479426208179866724.jpg,-0.129381239,-0.633124181,25.64081851,37.52111053,-122.3317261,111.0144761,0.146906763,4,0,0.193353037,-0.912816117,-0.350938706,9.719387058
43:28.2,1.47943E+18,640,480,center_camera,center/1479426208229882933.jpg,-0.120803943,-0.566990828,25.63591076,37.52112198,-122.3317337,111.0003063,0.146927143,4,0,0.194247561,-0.89343961,-0.417706927,10.08968117
43:28.3,1.47943E+18,640,480,center_camera,center/1479426208279809387.jpg,-0.098315226,-0.427172632,25.62429898,37.52113342,-122.3317413,110.9830177,0.147095902,4,0,0.194036165,-0.818648281,-0.361351719,10.01
43:28.3,1.47943E+18,640,480,center_camera,center/1479426208329941303.jpg,-0.077433321,-0.553349419,25.6192406,37.52114487,-122.331749,110.9646775,0.146683689,4,0,0.198783969,-0.72235405,-0.39,9.998229748
43:28.4,1.47943E+18,640,480,center_camera,center/1479426208379900338.jpg,-0.068795188,-0.739592401,25.60833359,37.52115471,-122.331749,110.9448007,0.146928478,4,0,0.210223951,-0.667247571,-0.335651457,9.995504857
43:28.4,1.47943E+18,640,480,center_camera,center/1479426208429968266.jpg,-0.07302574,-0.9375,25.60322011,37.52116394,-122.3317566,110.9367923,0.146946196,4,0,0.220798086,-0.583477541,-0.36173877,9.875224593
43:28.5,1.47943E+18,640,480,center_camera,center/1479426208479905698.jpg,-0.084489987,-1.025574831,25.60000038,37.52117538,-122.3317642,110.9160173,0.147143796,4,0,0.22860435,-0.503760541,-0.35207982,10.13968523
